material_id,date_consumed,raw_material_name,unit,quantity_consumed
RM003,2026-05-12,Ground Pepper,kg,1.24
RM003,2026-05-13,Ground Pepper,kg,1.35
RM003,2026-05-14,Ground Pepper,kg,1.29
RM003,2026-05-15,Ground Pepper,kg,1.3
RM003,2026-05-16,Ground Pepper,kg,1.36
RM003,2026-05-17,Ground Pepper,kg,1.3
RM003,2026-05-18,Ground Pepper,kg,1.02
RM003,2026-05-19,Ground Pepper,kg,1.08
RM003,2026-05-20,Ground Pepper,kg,0.98
RM003,2026-05-21,Ground Pepper,kg,1.23
RM003,2026-05-22,Ground Pepper,kg,1.21
RM003,2026-05-23,Ground Pepper,kg,1.34
RM003,2026-05-24,Ground Pepper,kg,1.24
RM003,2026-05-25,Ground Pepper,kg,0.87
RM003,2026-05-26,Ground Pepper,kg,1.07
RM003,2026-05-27,Ground Pepper,kg,1.1
RM003,2026-05-28,Ground Pepper,kg,1.05
RM003,2026-05-29,Ground Pepper,kg,1.34
RM003,2026-05-30,Ground Pepper,kg,1.61
RM003,2026-05-31,Ground Pepper,kg,1.24
RM003,2026-06-01,Ground Pepper,kg,1.12
RM003,2026-06-02,Ground Pepper,kg,1.17
RM003,2026-06-03,Ground Pepper,kg,1.38
RM003,2026-06-04,Ground Pepper,kg,1.29
RM003,2026-06-05,Ground Pepper,kg,1.46
RM003,2026-06-06,Ground Pepper,kg,1.39
RM003,2026-06-07,Ground Pepper,kg,1.3
RM003,2026-06-08,Ground Pepper,kg,1.15
RM003,2026-06-09,Ground Pepper,kg,1.22
RM003,2026-06-10,Ground Pepper,kg,1.32
RM003,2026-06-11,Ground Pepper,kg,1.37
RM003,2026-06-12,Ground Pepper,kg,1.37
RM003,2026-06-13,Ground Pepper,kg,1.5
RM003,2026-06-14,Ground Pepper,kg,1.29
RM003,2026-06-15,Ground Pepper,kg,0.98
RM003,2026-06-16,Ground Pepper,kg,1.26
RM003,2026-06-17,Ground Pepper,kg,1.26
RM003,2026-06-18,Ground Pepper,kg,1.28
RM003,2026-06-19,Ground Pepper,kg,1.27
RM003,2026-06-20,Ground Pepper,kg,1.42
RM003,2026-06-21,Ground Pepper,kg,1.31
RM003,2026-06-22,Ground Pepper,kg,0.97
RM003,2026-06-23,Ground Pepper,kg,0.95
RM003,2026-06-24,Ground Pepper,kg,1.23
RM003,2026-06-25,Ground Pepper,kg,1.16
RM003,2026-06-26,Ground Pepper,kg,1.55
RM003,2026-06-27,Ground Pepper,kg,1.34
RM003,2026-06-28,Ground Pepper,kg,1.37
RM003,2026-06-29,Ground Pepper,kg,1.18
RM003,2026-06-30,Ground Pepper,kg,1.12
RM003,2026-07-01,Ground Pepper,kg,1.33
RM003,2026-07-02,Ground Pepper,kg,1.32
RM003,2026-07-03,Ground Pepper,kg,1.47
RM003,2026-07-04,Ground Pepper,kg,1.5
RM003,2026-07-05,Ground Pepper,kg,1.41
RM003,2026-07-06,Ground Pepper,kg,1.09
RM003,2026-07-07,Ground Pepper,kg,1.32
RM003,2026-07-08,Ground Pepper,kg,1.24
RM003,2026-07-09,Ground Pepper,kg,1.44
RM003,2026-07-10,Ground Pepper,kg,1.43
RM003,2026-07-11,Ground Pepper,kg,1.57
RM003,2026-07-12,Ground Pepper,kg,1.24
RM003,2026-07-13,Ground Pepper,kg,1.13
RM003,2026-07-14,Ground Pepper,kg,1.2
RM003,2026-07-15,Ground Pepper,kg,1.32
RM003,2026-07-16,Ground Pepper,kg,1.32
RM003,2026-07-17,Ground Pepper,kg,1.31
RM003,2026-07-18,Ground Pepper,kg,1.44
RM003,2026-07-19,Ground Pepper,kg,1.22
RM003,2026-07-20,Ground Pepper,kg,0.99
RM003,2026-07-21,Ground Pepper,kg,1.14
RM003,2026-07-22,Ground Pepper,kg,1.17
RM003,2026-07-23,Ground Pepper,kg,1.2
RM003,2026-07-24,Ground Pepper,kg,1.23
RM003,2026-07-25,Ground Pepper,kg,1.33
RM003,2026-07-26,Ground Pepper,kg,1.11
RM003,2026-07-27,Ground Pepper,kg,1.01
RM003,2026-07-28,Ground Pepper,kg,0.96
RM003,2026-07-29,Ground Pepper,kg,1.4
RM003,2026-07-30,Ground Pepper,kg,1.23
RM003,2026-07-31,Ground Pepper,kg,1.41
RM003,2026-08-01,Ground Pepper,kg,1.64
RM003,2026-08-02,Ground Pepper,kg,1.45
RM003,2026-08-03,Ground Pepper,kg,1.09
RM003,2026-08-04,Ground Pepper,kg,1.18
RM003,2026-08-05,Ground Pepper,kg,1.32
RM003,2026-08-06,Ground Pepper,kg,1.45
RM003,2026-08-07,Ground Pepper,kg,1.32
RM003,2026-08-08,Ground Pepper,kg,1.49
RM003,2026-08-09,Ground Pepper,kg,1.33
RM004,2025-01-01,Crushed Garlic,kg,2.41
RM004,2025-01-02,Crushed Garlic,kg,2.95
RM004,2025-01-03,Crushed Garlic,kg,3.08
RM004,2025-01-04,Crushed Garlic,kg,3.36
RM004,2025-01-05,Crushed Garlic,kg,2.75
RM004,2025-01-06,Crushed Garlic,kg,2.25
RM004,2025-01-07,Crushed Garlic,kg,2.81
RM004,2025-01-08,Crushed Garlic,kg,2.8
RM004,2025-01-09,Crushed Garlic,kg,2.46
RM004,2025-01-10,Crushed Garlic,kg,2.83
RM004,2025-01-11,Crushed Garlic,kg,3.3
RM004,2025-01-12,Crushed Garlic,kg,2.4
RM004,2025-01-13,Crushed Garlic,kg,2.17
RM004,2025-01-14,Crushed Garlic,kg,2.33
RM004,2025-01-15,Crushed Garlic,kg,2.18
RM004,2025-01-16,Crushed Garlic,kg,2.42
RM004,2025-01-17,Crushed Garlic,kg,2.66
RM004,2025-01-18,Crushed Garlic,kg,2.87
RM004,2025-01-19,Crushed Garlic,kg,2.55
RM004,2025-01-20,Crushed Garlic,kg,1.82
RM004,2025-01-21,Crushed Garlic,kg,2.24
RM004,2025-01-22,Crushed Garlic,kg,2.75
RM004,2025-01-23,Crushed Garlic,kg,2.4
RM004,2025-01-24,Crushed Garlic,kg,2.75
RM004,2025-01-25,Crushed Garlic,kg,3.14
RM004,2025-01-26,Crushed Garlic,kg,2.84
RM004,2025-01-27,Crushed Garlic,kg,2.01
RM004,2025-01-28,Crushed Garlic,kg,2.3
RM004,2025-01-29,Crushed Garlic,kg,2.55
RM004,2025-01-30,Crushed Garlic,kg,2.49
RM004,2025-01-31,Crushed Garlic,kg,2.92
RM004,2025-02-01,Crushed Garlic,kg,3.22
RM004,2025-02-02,Crushed Garlic,kg,2.69
RM004,2025-02-03,Crushed Garlic,kg,2.53
RM004,2025-02-04,Crushed Garlic,kg,2.26
RM004,2025-02-05,Crushed Garlic,kg,2.63
RM004,2025-02-06,Crushed Garlic,kg,2.91
RM004,2025-02-07,Crushed Garlic,kg,2.89
RM004,2025-02-08,Crushed Garlic,kg,2.79
RM004,2025-02-09,Crushed Garlic,kg,2.78
RM004,2025-02-10,Crushed Garlic,kg,2.73
RM004,2025-02-11,Crushed Garlic,kg,2.45
RM004,2025-02-12,Crushed Garlic,kg,2.18
RM004,2025-02-13,Crushed Garlic,kg,2.88
RM004,2025-02-14,Crushed Garlic,kg,2.91
RM004,2025-02-15,Crushed Garlic,kg,3.12
RM004,2025-02-16,Crushed Garlic,kg,2.69
RM004,2025-02-17,Crushed Garlic,kg,2.35
RM004,2025-02-18,Crushed Garlic,kg,2.16
RM004,2025-02-19,Crushed Garlic,kg,2.36
RM004,2025-02-20,Crushed Garlic,kg,2.45
RM004,2025-02-21,Crushed Garlic,kg,2.34
RM004,2025-02-22,Crushed Garlic,kg,2.95
RM004,2025-02-23,Crushed Garlic,kg,2.53
RM004,2025-02-24,Crushed Garlic,kg,2.04
RM004,2025-02-25,Crushed Garlic,kg,2.41
RM004,2025-02-26,Crushed Garlic,kg,2.63
RM004,2025-02-27,Crushed Garlic,kg,2.26
RM004,2025-02-28,Crushed Garlic,kg,3.05
RM004,2025-03-01,Crushed Garlic,kg,2.76
RM004,2025-03-02,Crushed Garlic,kg,2.79
RM004,2025-03-03,Crushed Garlic,kg,2.47
RM004,2025-03-04,Crushed Garlic,kg,2.3
RM004,2025-03-05,Crushed Garlic,kg,2.32
RM004,2025-03-06,Crushed Garlic,kg,3.29
RM004,2025-03-07,Crushed Garlic,kg,3.15
RM004,2025-03-08,Crushed Garlic,kg,2.83
RM004,2025-03-09,Crushed Garlic,kg,3.1
RM004,2025-03-10,Crushed Garlic,kg,2.2
RM004,2025-03-11,Crushed Garlic,kg,2.61
RM004,2025-03-12,Crushed Garlic,kg,2.49
RM004,2025-03-13,Crushed Garlic,kg,2.51
RM004,2025-03-14,Crushed Garlic,kg,2.8
RM004,2025-03-15,Crushed Garlic,kg,3.22
RM004,2025-03-16,Crushed Garlic,kg,3.06
RM004,2025-03-17,Crushed Garlic,kg,2.17
RM004,2025-03-18,Crushed Garlic,kg,2.39
RM004,2025-03-19,Crushed Garlic,kg,2.45
RM004,2025-03-20,Crushed Garlic,kg,2.24
RM004,2025-03-21,Crushed Garlic,kg,2.37
RM004,2025-03-22,Crushed Garlic,kg,2.49
RM004,2025-03-23,Crushed Garlic,kg,2.2
RM004,2025-03-24,Crushed Garlic,kg,2.28
RM004,2025-03-25,Crushed Garlic,kg,2.01
RM004,2025-03-26,Crushed Garlic,kg,2.72
RM004,2025-03-27,Crushed Garlic,kg,2.67
RM004,2025-03-28,Crushed Garlic,kg,2.68
RM004,2025-03-29,Crushed Garlic,kg,3.27
RM004,2025-03-30,Crushed Garlic,kg,2.83
RM004,2025-03-31,Crushed Garlic,kg,2.33
RM004,2025-04-01,Crushed Garlic,kg,2.51
RM004,2025-04-02,Crushed Garlic,kg,2.44
RM004,2025-04-03,Crushed Garlic,kg,2.83
RM004,2025-04-04,Crushed Garlic,kg,2.77
RM004,2025-04-05,Crushed Garlic,kg,3.09
RM004,2025-04-06,Crushed Garlic,kg,2.79
RM004,2025-04-07,Crushed Garlic,kg,2.37
RM004,2025-04-08,Crushed Garlic,kg,2.79
RM004,2025-04-09,Crushed Garlic,kg,3.05
RM004,2025-04-10,Crushed Garlic,kg,2.45
RM004,2025-04-11,Crushed Garlic,kg,2.86
RM004,2025-04-12,Crushed Garlic,kg,3.03
RM004,2025-04-13,Crushed Garlic,kg,2.86
RM004,2025-04-14,Crushed Garlic,kg,2.34
RM004,2025-04-15,Crushed Garlic,kg,2.48
RM004,2025-04-16,Crushed Garlic,kg,2.39
RM004,2025-04-17,Crushed Garlic,kg,2.86
RM004,2025-04-18,Crushed Garlic,kg,3.02
RM004,2025-04-19,Crushed Garlic,kg,2.96
RM004,2025-04-20,Crushed Garlic,kg,2.22
RM004,2025-04-21,Crushed Garlic,kg,1.71
RM004,2025-04-22,Crushed Garlic,kg,2.24
RM004,2025-04-23,Crushed Garlic,kg,2.46
RM004,2025-04-24,Crushed Garlic,kg,2.38
RM004,2025-04-25,Crushed Garlic,kg,3.03
RM004,2025-04-26,Crushed Garlic,kg,3.08
RM004,2025-04-27,Crushed Garlic,kg,2.82
RM004,2025-04-28,Crushed Garlic,kg,2.13
RM004,2025-04-29,Crushed Garlic,kg,2.25
RM004,2025-04-30,Crushed Garlic,kg,2.61
RM004,2025-05-01,Crushed Garlic,kg,2.76
RM004,2025-05-02,Crushed Garlic,kg,3.06
RM004,2025-05-03,Crushed Garlic,kg,3.23
RM004,2025-05-04,Crushed Garlic,kg,2.92
RM004,2025-05-05,Crushed Garlic,kg,2.52
RM004,2025-05-06,Crushed Garlic,kg,2.34
RM004,2025-05-07,Crushed Garlic,kg,2.52
RM004,2025-05-08,Crushed Garlic,kg,2.33
RM004,2025-05-09,Crushed Garlic,kg,3.01
RM004,2025-05-10,Crushed Garlic,kg,3.42
RM004,2025-05-11,Crushed Garlic,kg,2.63
RM004,2025-05-12,Crushed Garlic,kg,2.22
RM004,2025-05-13,Crushed Garlic,kg,2.49
RM004,2025-05-14,Crushed Garlic,kg,2.86
RM004,2025-05-15,Crushed Garlic,kg,2.7
RM004,2025-05-16,Crushed Garlic,kg,2.76
RM004,2025-05-17,Crushed Garlic,kg,2.55
RM004,2025-05-18,Crushed Garlic,kg,2.74
RM004,2025-05-19,Crushed Garlic,kg,1.77
RM004,2025-05-20,Crushed Garlic,kg,1.99
RM004,2025-05-21,Crushed Garlic,kg,2.21
RM004,2025-05-22,Crushed Garlic,kg,2.35
RM004,2025-05-23,Crushed Garlic,kg,2.59
RM004,2025-05-24,Crushed Garlic,kg,2.92
RM004,2025-05-25,Crushed Garlic,kg,2.59
RM004,2025-05-26,Crushed Garlic,kg,2.24
RM004,2025-05-27,Crushed Garlic,kg,2.36
RM004,2025-05-28,Crushed Garlic,kg,2.45
RM004,2025-05-29,Crushed Garlic,kg,2.75
RM004,2025-05-30,Crushed Garlic,kg,3.01
RM004,2025-05-31,Crushed Garlic,kg,3.33
RM004,2025-06-01,Crushed Garlic,kg,2.7
RM004,2025-06-02,Crushed Garlic,kg,1.73
RM004,2025-06-03,Crushed Garlic,kg,2.33
RM004,2025-06-04,Crushed Garlic,kg,3.02
RM004,2025-06-05,Crushed Garlic,kg,2.84
RM004,2025-06-06,Crushed Garlic,kg,2.78
RM004,2025-06-07,Crushed Garlic,kg,3.16
RM004,2025-06-08,Crushed Garlic,kg,2.77
RM004,2025-06-09,Crushed Garlic,kg,2.22
RM004,2025-06-10,Crushed Garlic,kg,2.17
RM004,2025-06-11,Crushed Garlic,kg,2.41
RM004,2025-06-12,Crushed Garlic,kg,2.41
RM004,2025-06-13,Crushed Garlic,kg,2.88
RM004,2025-06-14,Crushed Garlic,kg,2.99
RM004,2025-06-15,Crushed Garlic,kg,2.48
RM004,2025-06-16,Crushed Garlic,kg,1.96
RM004,2025-06-17,Crushed Garlic,kg,2.55
RM004,2025-06-18,Crushed Garlic,kg,2.77
RM004,2025-06-19,Crushed Garlic,kg,2.56
RM004,2025-06-20,Crushed Garlic,kg,2.54
RM004,2025-06-21,Crushed Garlic,kg,2.79
RM004,2025-06-22,Crushed Garlic,kg,2.81
RM004,2025-06-23,Crushed Garlic,kg,2.09
RM004,2025-06-24,Crushed Garlic,kg,2.63
RM004,2025-06-25,Crushed Garlic,kg,2.31
RM004,2025-06-26,Crushed Garlic,kg,2.55
RM004,2025-06-27,Crushed Garlic,kg,2.91
RM004,2025-06-28,Crushed Garlic,kg,3.31
RM004,2025-06-29,Crushed Garlic,kg,2.93
RM004,2025-06-30,Crushed Garlic,kg,2.2
RM004,2025-07-01,Crushed Garlic,kg,2.7
RM004,2025-07-02,Crushed Garlic,kg,2.5
RM004,2025-07-03,Crushed Garlic,kg,2.42
RM004,2025-07-04,Crushed Garlic,kg,2.72
RM004,2025-07-05,Crushed Garlic,kg,3.48
RM004,2025-07-06,Crushed Garlic,kg,2.76
RM004,2025-07-07,Crushed Garlic,kg,1.93
RM004,2025-07-08,Crushed Garlic,kg,2.55
RM004,2025-07-09,Crushed Garlic,kg,2.89
RM004,2025-07-10,Crushed Garlic,kg,2.87
RM004,2025-07-11,Crushed Garlic,kg,3.02
RM004,2025-07-12,Crushed Garlic,kg,3.01
RM004,2025-07-13,Crushed Garlic,kg,2.83
RM004,2025-07-14,Crushed Garlic,kg,1.99
RM004,2025-07-15,Crushed Garlic,kg,2.26
RM004,2025-07-16,Crushed Garlic,kg,2.59
RM004,2025-07-17,Crushed Garlic,kg,2.32
RM004,2025-07-18,Crushed Garlic,kg,2.87
RM004,2025-07-19,Crushed Garlic,kg,2.64
RM004,2025-07-20,Crushed Garlic,kg,2.33
RM004,2025-07-21,Crushed Garlic,kg,2.26
RM004,2025-07-22,Crushed Garlic,kg,2.43
RM004,2025-07-23,Crushed Garlic,kg,2.37
RM004,2025-07-24,Crushed Garlic,kg,2.31
RM004,2025-07-25,Crushed Garlic,kg,2.66
RM004,2025-07-26,Crushed Garlic,kg,2.83
RM004,2025-07-27,Crushed Garlic,kg,2.54
RM004,2025-07-28,Crushed Garlic,kg,2.17
RM004,2025-07-29,Crushed Garlic,kg,2.47
RM004,2025-07-30,Crushed Garlic,kg,2.46
RM004,2025-07-31,Crushed Garlic,kg,2.97
RM004,2025-08-01,Crushed Garlic,kg,2.84
RM004,2025-08-02,Crushed Garlic,kg,3.16
RM004,2025-08-03,Crushed Garlic,kg,2.64
RM004,2025-08-04,Crushed Garlic,kg,1.97
RM004,2025-08-05,Crushed Garlic,kg,2.61
RM004,2025-08-06,Crushed Garlic,kg,2.72
RM004,2025-08-07,Crushed Garlic,kg,2.81
RM004,2025-08-08,Crushed Garlic,kg,2.53
RM004,2025-08-09,Crushed Garlic,kg,3.42
RM004,2025-08-10,Crushed Garlic,kg,2.6
RM004,2025-08-11,Crushed Garlic,kg,2.34
RM004,2025-08-12,Crushed Garlic,kg,2.12
RM004,2025-08-13,Crushed Garlic,kg,2.45
RM004,2025-08-14,Crushed Garlic,kg,2.9
RM004,2025-08-15,Crushed Garlic,kg,2.74
RM004,2025-08-16,Crushed Garlic,kg,2.78
RM004,2025-08-17,Crushed Garlic,kg,2.49
RM004,2025-08-18,Crushed Garlic,kg,2.4
RM004,2025-08-19,Crushed Garlic,kg,2.02
RM004,2025-08-20,Crushed Garlic,kg,2.39
RM004,2025-08-21,Crushed Garlic,kg,2.26
RM004,2025-08-22,Crushed Garlic,kg,2.22
RM004,2025-08-23,Crushed Garlic,kg,2.93
RM004,2025-08-24,Crushed Garlic,kg,2.27
RM004,2025-08-25,Crushed Garlic,kg,2.02
RM004,2025-08-26,Crushed Garlic,kg,2.3
RM004,2025-08-27,Crushed Garlic,kg,2.36
RM004,2025-08-28,Crushed Garlic,kg,2.3
RM004,2025-08-29,Crushed Garlic,kg,3.33
RM004,2025-08-30,Crushed Garlic,kg,3.27
RM004,2025-08-31,Crushed Garlic,kg,2.92
RM004,2025-09-01,Crushed Garlic,kg,2.33
RM004,2025-09-02,Crushed Garlic,kg,2.52
RM004,2025-09-03,Crushed Garlic,kg,2.46
RM004,2025-09-04,Crushed Garlic,kg,2.9
RM004,2025-09-05,Crushed Garlic,kg,3.23
RM004,2025-09-06,Crushed Garlic,kg,3.18
RM004,2025-09-07,Crushed Garlic,kg,2.59
RM004,2025-09-08,Crushed Garlic,kg,2.12
RM004,2025-09-09,Crushed Garlic,kg,2.17
RM004,2025-09-10,Crushed Garlic,kg,2.66
RM004,2025-09-11,Crushed Garlic,kg,3.23
RM004,2025-09-12,Crushed Garlic,kg,2.55
RM004,2025-09-13,Crushed Garlic,kg,3.19
RM004,2025-09-14,Crushed Garlic,kg,2.62
RM004,2025-09-15,Crushed Garlic,kg,2.38
RM004,2025-09-16,Crushed Garlic,kg,2.62
RM004,2025-09-17,Crushed Garlic,kg,2.42
RM004,2025-09-18,Crushed Garlic,kg,2.37
RM004,2025-09-19,Crushed Garlic,kg,2.43
RM004,2025-09-20,Crushed Garlic,kg,2.62
RM004,2025-09-21,Crushed Garlic,kg,1.99
RM004,2025-09-22,Crushed Garlic,kg,2.03
RM004,2025-09-23,Crushed Garlic,kg,2.23
RM004,2025-09-24,Crushed Garlic,kg,2.4
RM004,2025-09-25,Crushed Garlic,kg,2.74
RM004,2025-09-26,Crushed Garlic,kg,2.59
RM004,2025-09-27,Crushed Garlic,kg,3.46
RM004,2025-09-28,Crushed Garlic,kg,2.74
RM004,2025-09-29,Crushed Garlic,kg,2.4
RM004,2025-09-30,Crushed Garlic,kg,2.46
RM004,2025-10-01,Crushed Garlic,kg,2.97
RM004,2025-10-02,Crushed Garlic,kg,3.13
RM004,2025-10-03,Crushed Garlic,kg,3.36
RM004,2025-10-04,Crushed Garlic,kg,3.35
RM004,2025-10-05,Crushed Garlic,kg,2.6
RM004,2025-10-06,Crushed Garlic,kg,2.67
RM004,2025-10-07,Crushed Garlic,kg,2.58
RM004,2025-10-08,Crushed Garlic,kg,3.06
RM004,2025-10-09,Crushed Garlic,kg,3.12
RM004,2025-10-10,Crushed Garlic,kg,2.86
RM004,2025-10-11,Crushed Garlic,kg,2.79
RM004,2025-10-12,Crushed Garlic,kg,2.83
RM004,2025-10-13,Crushed Garlic,kg,2.09
RM004,2025-10-14,Crushed Garlic,kg,2.44
RM004,2025-10-15,Crushed Garlic,kg,2.71
RM004,2025-10-16,Crushed Garlic,kg,2.33
RM004,2025-10-17,Crushed Garlic,kg,2.72
RM004,2025-10-18,Crushed Garlic,kg,2.77
RM004,2025-10-19,Crushed Garlic,kg,2.43
RM004,2025-10-20,Crushed Garlic,kg,2.22
RM004,2025-10-21,Crushed Garlic,kg,2.58
RM004,2025-10-22,Crushed Garlic,kg,2.48
RM004,2025-10-23,Crushed Garlic,kg,2.68
RM004,2025-10-24,Crushed Garlic,kg,2.9
RM004,2025-10-25,Crushed Garlic,kg,2.93
RM004,2025-10-26,Crushed Garlic,kg,2.54
RM004,2025-10-27,Crushed Garlic,kg,2.27
RM004,2025-10-28,Crushed Garlic,kg,2.02
RM004,2025-10-29,Crushed Garlic,kg,2.44
RM004,2025-10-30,Crushed Garlic,kg,2.79
RM004,2025-10-31,Crushed Garlic,kg,3.18
RM004,2025-11-01,Crushed Garlic,kg,3.06
RM004,2025-11-02,Crushed Garlic,kg,2.43
RM004,2025-11-03,Crushed Garlic,kg,1.96
RM004,2025-11-04,Crushed Garlic,kg,2.18
RM004,2025-11-05,Crushed Garlic,kg,2.79
RM004,2025-11-06,Crushed Garlic,kg,2.72
RM004,2025-11-07,Crushed Garlic,kg,2.83
RM004,2025-11-08,Crushed Garlic,kg,3.09
RM004,2025-11-09,Crushed Garlic,kg,3.15
RM004,2025-11-10,Crushed Garlic,kg,2.26
RM004,2025-11-11,Crushed Garlic,kg,2.86
RM004,2025-11-12,Crushed Garlic,kg,2.34
RM004,2025-11-13,Crushed Garlic,kg,2.77
RM004,2025-11-14,Crushed Garlic,kg,2.81
RM004,2025-11-15,Crushed Garlic,kg,2.7
RM004,2025-11-16,Crushed Garlic,kg,2.5
RM004,2025-11-17,Crushed Garlic,kg,2.42
RM004,2025-11-18,Crushed Garlic,kg,2.17
RM004,2025-11-19,Crushed Garlic,kg,2.36
RM004,2025-11-20,Crushed Garlic,kg,2.33
RM004,2025-11-21,Crushed Garlic,kg,2.39
RM004,2025-11-22,Crushed Garlic,kg,2.63
RM004,2025-11-23,Crushed Garlic,kg,2.52
RM004,2025-11-24,Crushed Garlic,kg,1.89
RM004,2025-11-25,Crushed Garlic,kg,2.31
RM004,2025-11-26,Crushed Garlic,kg,2.46
RM004,2025-11-27,Crushed Garlic,kg,2.66
RM004,2025-11-28,Crushed Garlic,kg,2.65
RM004,2025-11-29,Crushed Garlic,kg,3.26
RM004,2025-11-30,Crushed Garlic,kg,2.61
RM004,2025-12-01,Crushed Garlic,kg,2.67
RM004,2025-12-02,Crushed Garlic,kg,2.79
RM004,2025-12-03,Crushed Garlic,kg,2.46
RM004,2025-12-04,Crushed Garlic,kg,2.49
RM004,2025-12-05,Crushed Garlic,kg,2.69
RM004,2025-12-06,Crushed Garlic,kg,2.93
RM004,2025-12-07,Crushed Garlic,kg,2.8
RM004,2025-12-08,Crushed Garlic,kg,2.62
RM004,2025-12-09,Crushed Garlic,kg,2.46
RM004,2025-12-10,Crushed Garlic,kg,2.58
RM004,2025-12-11,Crushed Garlic,kg,2.67
RM004,2025-12-12,Crushed Garlic,kg,3.06
RM004,2025-12-13,Crushed Garlic,kg,3.18
RM004,2025-12-14,Crushed Garlic,kg,2.81
RM004,2025-12-15,Crushed Garlic,kg,2.26
RM004,2025-12-16,Crushed Garlic,kg,2.4
RM004,2025-12-17,Crushed Garlic,kg,2.46
RM004,2025-12-18,Crushed Garlic,kg,2.6
RM004,2025-12-19,Crushed Garlic,kg,2.67
RM004,2025-12-20,Crushed Garlic,kg,2.84
RM004,2025-12-21,Crushed Garlic,kg,2.26
RM004,2025-12-22,Crushed Garlic,kg,2.17
RM004,2025-12-23,Crushed Garlic,kg,2.24
RM004,2025-12-24,Crushed Garlic,kg,2.31
RM004,2025-12-25,Crushed Garlic,kg,2.71
RM004,2025-12-26,Crushed Garlic,kg,2.25
RM004,2025-12-27,Crushed Garlic,kg,2.82
RM004,2025-12-28,Crushed Garlic,kg,2.91
RM004,2025-12-29,Crushed Garlic,kg,1.97
RM004,2025-12-30,Crushed Garlic,kg,2.17
RM004,2025-12-31,Crushed Garlic,kg,2.51
RM004,2026-01-01,Crushed Garlic,kg,3.26
RM004,2026-01-02,Crushed Garlic,kg,2.81
RM004,2026-01-03,Crushed Garlic,kg,2.97
RM004,2026-01-04,Crushed Garlic,kg,2.94
RM004,2026-01-05,Crushed Garlic,kg,2.35
RM004,2026-01-06,Crushed Garlic,kg,2.61
RM004,2026-01-07,Crushed Garlic,kg,3.14
RM004,2026-01-08,Crushed Garlic,kg,2.74
RM004,2026-01-09,Crushed Garlic,kg,3.48
RM004,2026-01-10,Crushed Garlic,kg,3.23
RM004,2026-01-11,Crushed Garlic,kg,2.57
RM004,2026-01-12,Crushed Garlic,kg,2.39
RM004,2026-01-13,Crushed Garlic,kg,2.48
RM004,2026-01-14,Crushed Garlic,kg,2.8
RM004,2026-01-15,Crushed Garlic,kg,2.56
RM004,2026-01-16,Crushed Garlic,kg,2.59
RM004,2026-01-17,Crushed Garlic,kg,2.91
RM004,2026-01-18,Crushed Garlic,kg,2.36
RM004,2026-01-19,Crushed Garlic,kg,2.07
RM004,2026-01-20,Crushed Garlic,kg,2.22
RM004,2026-01-21,Crushed Garlic,kg,2.23
RM004,2026-01-22,Crushed Garlic,kg,2.2
RM004,2026-01-23,Crushed Garlic,kg,2.84
RM004,2026-01-24,Crushed Garlic,kg,2.91
RM004,2026-01-25,Crushed Garlic,kg,2.82
RM004,2026-01-26,Crushed Garlic,kg,1.99
RM004,2026-01-27,Crushed Garlic,kg,2.85
RM004,2026-01-28,Crushed Garlic,kg,2.44
RM004,2026-01-29,Crushed Garlic,kg,3.01
RM004,2026-01-30,Crushed Garlic,kg,2.8
RM004,2026-01-31,Crushed Garlic,kg,3.18
RM004,2026-02-01,Crushed Garlic,kg,2.76
RM004,2026-02-02,Crushed Garlic,kg,2.24
RM004,2026-02-03,Crushed Garlic,kg,2.58
RM004,2026-02-04,Crushed Garlic,kg,2.48
RM004,2026-02-05,Crushed Garlic,kg,2.73
RM004,2026-02-06,Crushed Garlic,kg,3.2
RM004,2026-02-07,Crushed Garlic,kg,3.19
RM004,2026-02-08,Crushed Garlic,kg,3.02
RM004,2026-02-09,Crushed Garlic,kg,1.91
RM004,2026-02-10,Crushed Garlic,kg,2.51
RM004,2026-02-11,Crushed Garlic,kg,2.58
RM004,2026-02-12,Crushed Garlic,kg,2.26
RM004,2026-02-13,Crushed Garlic,kg,3.12
RM004,2026-02-14,Crushed Garlic,kg,2.87
RM004,2026-02-15,Crushed Garlic,kg,2.53
RM004,2026-02-16,Crushed Garlic,kg,2.37
RM004,2026-02-17,Crushed Garlic,kg,2.57
RM004,2026-02-18,Crushed Garlic,kg,2.13
RM004,2026-02-19,Crushed Garlic,kg,2.29
RM004,2026-02-20,Crushed Garlic,kg,2.44
RM004,2026-02-21,Crushed Garlic,kg,2.7
RM004,2026-02-22,Crushed Garlic,kg,2.75
RM004,2026-02-23,Crushed Garlic,kg,2.07
RM004,2026-02-24,Crushed Garlic,kg,2.24
RM004,2026-02-25,Crushed Garlic,kg,2.17
RM004,2026-02-26,Crushed Garlic,kg,2.82
RM004,2026-02-27,Crushed Garlic,kg,2.8
RM004,2026-02-28,Crushed Garlic,kg,2.79
RM004,2026-03-01,Crushed Garlic,kg,2.68
RM004,2026-03-02,Crushed Garlic,kg,2.06
RM004,2026-03-03,Crushed Garlic,kg,2.45
RM004,2026-03-04,Crushed Garlic,kg,2.46
RM004,2026-03-05,Crushed Garlic,kg,2.58
RM004,2026-03-06,Crushed Garlic,kg,2.75
