usage_date,item_code,raw_material_name,consumed_quantity,unit,activity_type,finished_product_name
2026-03-20,RM-025,"Toasted Sesame Seeds",9.45,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-20,RM-026,"Palm Cooking Oil",77.95,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-20,RM-027,"Pure Pork Lard",56.42,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-20,RM-028,"Refined Peanut Oil",31.12,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-20,RM-029,"Fresh Carrots",21.04,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-20,RM-030,"Fresh Cassava Tubers",51.38,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-20,RM-031,"Fresh Garlic",21.11,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-20,RM-032,"Fresh Ginger",15.85,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-20,RM-033,"Fresh Grated Coconut Meat",46.87,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-20,RM-034,"Fresh Mature Coconut Meat",41.58,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-20,RM-035,"Fresh Purple Yam Tubers",39.44,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-20,RM-036,"Fresh Sweet Potato",38.63,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-20,RM-037,"Green Raw Papaya",26.23,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-20,RM-038,"Pandan Leaves",4.68,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-20,RM-039,"Red Bell Peppers",14.21,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-20,RM-040,"Red Chili Peppers (Siling Labuyo)",8.22,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-20,RM-041,"Red Onions",23.82,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-20,RM-042,"Unripe Green Saba Bananas",119.01,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-20,RM-043,"Fresh Acetes Shrimp (Alamang)",49.62,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-20,RM-044,"Fresh Bangus (Milkfish) Skin",33.15,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-20,RM-045,"Fresh Chiton Mollusk (Kibit)",68.27,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-20,RM-046,"Fresh Kabasi Fish",39.5,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-20,RM-047,"Fresh Sapsap Fish",35.42,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-20,RM-048,"Cheese Seasoning Powder",9.82,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-20,RM-049,"Coarse Rock Salt",28.87,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-20,RM-050,"Iodized Salt",24.44,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-20,RM-051,"Dried Bay Leaves (Laurel)",3.35,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-20,RM-052,"Dried Red Chili Flakes",6.36,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-20,RM-053,"Garlic Powder",11.73,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-20,RM-054,"Ground Black Pepper",9.14,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-20,RM-055,"White Pepper Powder",5.28,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-20,RM-056,"Whole Black Peppercorns",9.49,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-20,RM-057,"Muscovado Brown Sugar",57.7,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-20,RM-058,"Panutsa Cane Sugar",41.18,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-20,RM-059,"Refined White Sugar",89.63,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-21,RM-001,"Food Grade Sunset Yellow / Orange Dye",20.81,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-21,RM-002,"Baking Powder",25.44,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-21,RM-003,"Cream of Tartar",6.01,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-21,RM-004,"Instant Dry Yeast",22.98,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-21,RM-005,"Cane Vinegar",35.86,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-21,RM-006,"Soy Sauce",45.69,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-21,RM-007,"Condensed Milk",42.38,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-21,RM-008,"Evaporated Milk",47.51,L,"Commercial Food Processing","Ube Halaya Processing"
2026-03-21,RM-009,"Powdered Milk",42.35,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-21,RM-010,"Fresh Whole Egg Whites",37.81,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-21,RM-011,"Fresh Whole Eggs",67.27,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-21,RM-012,"All-Vegetable Shortening",51.12,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-21,RM-013,"Baking Shortening",55.19,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-21,RM-014,"Salted Creamery Butter",53.39,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-21,RM-015,"Seedless Raisins",12.84,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-21,RM-016,"Vanilla Extract",5.49,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-21,RM-017,"All-Purpose Wheat Flour",128.62,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-21,RM-018,"Cornstarch",28.61,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-21,RM-019,"Glutinous Rice (Malagkit for Pinipig)",65.98,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-21,RM-020,"Hard Wheat Bread Flour",156.21,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-21,RM-021,"Purified Water",195.76,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-21,RM-022,"Cleaned Chicken Crop (Butse)",35.96,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-21,RM-023,"Pork Skin with Back Fat",105.6,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-21,RM-024,"Raw Shelled Peanuts",93.27,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-21,RM-025,"Toasted Sesame Seeds",10.24,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-21,RM-026,"Palm Cooking Oil",81.7,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-21,RM-027,"Pure Pork Lard",62.37,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-21,RM-028,"Refined Peanut Oil",32.94,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-21,RM-029,"Fresh Carrots",22.28,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-21,RM-030,"Fresh Cassava Tubers",54.06,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-21,RM-031,"Fresh Garlic",25.11,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-21,RM-032,"Fresh Ginger",16.83,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-21,RM-033,"Fresh Grated Coconut Meat",46.59,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-21,RM-034,"Fresh Mature Coconut Meat",47.68,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-21,RM-035,"Fresh Purple Yam Tubers",39.27,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-21,RM-036,"Fresh Sweet Potato",38.79,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-21,RM-037,"Green Raw Papaya",25.99,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-21,RM-038,"Pandan Leaves",5.01,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-21,RM-039,"Red Bell Peppers",14.06,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-21,RM-040,"Red Chili Peppers (Siling Labuyo)",8.18,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-21,RM-041,"Red Onions",26.59,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-21,RM-042,"Unripe Green Saba Bananas",127.16,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-21,RM-043,"Fresh Acetes Shrimp (Alamang)",48.68,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-21,RM-044,"Fresh Bangus (Milkfish) Skin",34.64,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-21,RM-045,"Fresh Chiton Mollusk (Kibit)",80.76,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-21,RM-046,"Fresh Kabasi Fish",43.1,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-21,RM-047,"Fresh Sapsap Fish",34.2,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-21,RM-048,"Cheese Seasoning Powder",11.21,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-21,RM-049,"Coarse Rock Salt",33.33,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-21,RM-050,"Iodized Salt",28.49,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-21,RM-051,"Dried Bay Leaves (Laurel)",3.64,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-21,RM-052,"Dried Red Chili Flakes",7.31,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-21,RM-053,"Garlic Powder",12.89,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-21,RM-054,"Ground Black Pepper",9.94,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-21,RM-055,"White Pepper Powder",5.87,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-21,RM-056,"Whole Black Peppercorns",9.91,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-21,RM-057,"Muscovado Brown Sugar",65.54,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-21,RM-058,"Panutsa Cane Sugar",38.94,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-21,RM-059,"Refined White Sugar",93.54,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-22,RM-001,"Food Grade Sunset Yellow / Orange Dye",9.44,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-22,RM-002,"Baking Powder",11.82,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-22,RM-003,"Cream of Tartar",3.18,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-22,RM-004,"Instant Dry Yeast",11.94,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-22,RM-005,"Cane Vinegar",19.39,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-22,RM-006,"Soy Sauce",19.84,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-22,RM-007,"Condensed Milk",19.54,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-22,RM-008,"Evaporated Milk",24.41,L,"Commercial Food Processing","Ube Halaya Processing"
2026-03-22,RM-009,"Powdered Milk",20.41,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-22,RM-010,"Fresh Whole Egg Whites",17.76,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-22,RM-011,"Fresh Whole Eggs",36.99,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-22,RM-012,"All-Vegetable Shortening",25.56,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-22,RM-013,"Baking Shortening",27.44,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-22,RM-014,"Salted Creamery Butter",24.97,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-22,RM-015,"Seedless Raisins",6.67,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-22,RM-016,"Vanilla Extract",2.86,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-22,RM-017,"All-Purpose Wheat Flour",57.84,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-22,RM-018,"Cornstarch",12.7,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-22,RM-019,"Glutinous Rice (Malagkit for Pinipig)",35.11,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-22,RM-020,"Hard Wheat Bread Flour",73.08,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-22,RM-021,"Purified Water",102.43,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-22,RM-022,"Cleaned Chicken Crop (Butse)",16.32,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-22,RM-023,"Pork Skin with Back Fat",52.21,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-22,RM-024,"Raw Shelled Peanuts",47.29,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-22,RM-025,"Toasted Sesame Seeds",4.79,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-22,RM-026,"Palm Cooking Oil",43.19,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-22,RM-027,"Pure Pork Lard",34.03,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-22,RM-028,"Refined Peanut Oil",13.6,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-22,RM-029,"Fresh Carrots",11.04,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-22,RM-030,"Fresh Cassava Tubers",29.99,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-22,RM-031,"Fresh Garlic",11.77,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-22,RM-032,"Fresh Ginger",8.4,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-22,RM-033,"Fresh Grated Coconut Meat",23.86,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-22,RM-034,"Fresh Mature Coconut Meat",22.27,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-22,RM-035,"Fresh Purple Yam Tubers",20.6,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-22,RM-036,"Fresh Sweet Potato",16.89,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-22,RM-037,"Green Raw Papaya",13.67,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-22,RM-038,"Pandan Leaves",2.44,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-22,RM-039,"Red Bell Peppers",7.23,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-22,RM-040,"Red Chili Peppers (Siling Labuyo)",4.08,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-22,RM-041,"Red Onions",13.28,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-22,RM-042,"Unripe Green Saba Bananas",61.07,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-22,RM-043,"Fresh Acetes Shrimp (Alamang)",21.71,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-22,RM-044,"Fresh Bangus (Milkfish) Skin",18.68,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-22,RM-045,"Fresh Chiton Mollusk (Kibit)",37.5,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-22,RM-046,"Fresh Kabasi Fish",19.15,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-22,RM-047,"Fresh Sapsap Fish",17.69,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-22,RM-048,"Cheese Seasoning Powder",5.45,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-22,RM-049,"Coarse Rock Salt",19.23,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-22,RM-050,"Iodized Salt",12.69,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-22,RM-051,"Dried Bay Leaves (Laurel)",1.77,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-22,RM-052,"Dried Red Chili Flakes",3.5,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-22,RM-053,"Garlic Powder",6.66,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-22,RM-054,"Ground Black Pepper",4.49,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-22,RM-055,"White Pepper Powder",3.02,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-22,RM-056,"Whole Black Peppercorns",5.68,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-22,RM-057,"Muscovado Brown Sugar",32.52,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-22,RM-058,"Panutsa Cane Sugar",20.1,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-22,RM-059,"Refined White Sugar",50.39,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-23,RM-001,"Food Grade Sunset Yellow / Orange Dye",17.11,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-23,RM-002,"Baking Powder",17.04,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-23,RM-003,"Cream of Tartar",5.05,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-23,RM-004,"Instant Dry Yeast",23.07,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-23,RM-005,"Cane Vinegar",31.8,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-23,RM-006,"Soy Sauce",30.24,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-23,RM-007,"Condensed Milk",33.61,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-23,RM-008,"Evaporated Milk",41,L,"Commercial Food Processing","Ube Halaya Processing"
2026-03-23,RM-009,"Powdered Milk",34.35,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-23,RM-010,"Fresh Whole Egg Whites",25.64,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-23,RM-011,"Fresh Whole Eggs",57.45,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-23,RM-012,"All-Vegetable Shortening",44.02,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-23,RM-013,"Baking Shortening",44.83,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-23,RM-014,"Salted Creamery Butter",40.23,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-23,RM-015,"Seedless Raisins",11.06,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-23,RM-016,"Vanilla Extract",4.36,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-23,RM-017,"All-Purpose Wheat Flour",82,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-23,RM-018,"Cornstarch",19.08,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-23,RM-019,"Glutinous Rice (Malagkit for Pinipig)",54.37,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-23,RM-020,"Hard Wheat Bread Flour",132.08,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-23,RM-021,"Purified Water",155.49,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-23,RM-022,"Cleaned Chicken Crop (Butse)",31.66,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-23,RM-023,"Pork Skin with Back Fat",80.9,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-23,RM-024,"Raw Shelled Peanuts",72.59,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-23,RM-025,"Toasted Sesame Seeds",7.14,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-23,RM-026,"Palm Cooking Oil",79.95,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-23,RM-027,"Pure Pork Lard",51.78,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-23,RM-028,"Refined Peanut Oil",20.11,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-23,RM-029,"Fresh Carrots",17.96,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-23,RM-030,"Fresh Cassava Tubers",48.72,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-23,RM-031,"Fresh Garlic",19.56,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-23,RM-032,"Fresh Ginger",10.59,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-23,RM-033,"Fresh Grated Coconut Meat",36.13,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-23,RM-034,"Fresh Mature Coconut Meat",39.18,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-23,RM-035,"Fresh Purple Yam Tubers",31.01,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-23,RM-036,"Fresh Sweet Potato",28.42,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-23,RM-037,"Green Raw Papaya",21.5,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-23,RM-038,"Pandan Leaves",4.44,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-23,RM-039,"Red Bell Peppers",10.19,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-23,RM-040,"Red Chili Peppers (Siling Labuyo)",6.38,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-23,RM-041,"Red Onions",22.21,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-23,RM-042,"Unripe Green Saba Bananas",100.44,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-23,RM-043,"Fresh Acetes Shrimp (Alamang)",33.52,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-23,RM-044,"Fresh Bangus (Milkfish) Skin",26.52,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-23,RM-045,"Fresh Chiton Mollusk (Kibit)",61.29,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-23,RM-046,"Fresh Kabasi Fish",29.78,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-23,RM-047,"Fresh Sapsap Fish",24.26,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-23,RM-048,"Cheese Seasoning Powder",9.72,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-23,RM-049,"Coarse Rock Salt",30.4,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-23,RM-050,"Iodized Salt",19.66,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-23,RM-051,"Dried Bay Leaves (Laurel)",2.53,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-23,RM-052,"Dried Red Chili Flakes",5.91,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-23,RM-053,"Garlic Powder",10.92,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-23,RM-054,"Ground Black Pepper",7.27,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-23,RM-055,"White Pepper Powder",4.47,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-23,RM-056,"Whole Black Peppercorns",8.98,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-23,RM-057,"Muscovado Brown Sugar",46.4,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-23,RM-058,"Panutsa Cane Sugar",27.66,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-23,RM-059,"Refined White Sugar",84.79,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-24,RM-001,"Food Grade Sunset Yellow / Orange Dye",12.99,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-24,RM-002,"Baking Powder",15.79,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-24,RM-003,"Cream of Tartar",3.92,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-24,RM-004,"Instant Dry Yeast",20.9,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-24,RM-005,"Cane Vinegar",25.07,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-24,RM-006,"Soy Sauce",24.25,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-24,RM-007,"Condensed Milk",29.88,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-24,RM-008,"Evaporated Milk",35.34,L,"Commercial Food Processing","Ube Halaya Processing"
2026-03-24,RM-009,"Powdered Milk",27.77,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-24,RM-010,"Fresh Whole Egg Whites",19.78,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-24,RM-011,"Fresh Whole Eggs",52.43,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-24,RM-012,"All-Vegetable Shortening",34.69,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-24,RM-013,"Baking Shortening",36.35,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-24,RM-014,"Salted Creamery Butter",38.1,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-24,RM-015,"Seedless Raisins",9.86,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-24,RM-016,"Vanilla Extract",3.63,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-24,RM-017,"All-Purpose Wheat Flour",70.12,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-03-24,RM-018,"Cornstarch",18.23,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-03-24,RM-019,"Glutinous Rice (Malagkit for Pinipig)",47.02,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-03-24,RM-020,"Hard Wheat Bread Flour",105.49,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-03-24,RM-021,"Purified Water",108.37,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-03-24,RM-022,"Cleaned Chicken Crop (Butse)",26.94,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-03-24,RM-023,"Pork Skin with Back Fat",75.07,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-03-24,RM-024,"Raw Shelled Peanuts",53.97,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-03-24,RM-025,"Toasted Sesame Seeds",6.24,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-03-24,RM-026,"Palm Cooking Oil",67.78,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-03-24,RM-027,"Pure Pork Lard",43.77,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-03-24,RM-028,"Refined Peanut Oil",18.91,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-03-24,RM-029,"Fresh Carrots",14.96,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
