receipt_date,raw_material_name,received_quantity,unit,supplier_name
2026-08-04,"Pork Skin",43562.23,g,"San Antonio Meat Supply"
2026-08-04,"Raw Bananas",63768.37,g,"Southern Tagalog Food Essentials"
2026-08-04,"Salt",9194.32,g,"Lucena Commercial Grocery Hub"
2026-08-04,"Sea Salt",5475.8,g,"Lucena Seafood & Aquatic Supplier"
2026-08-04,"Sesame Oil",4040.21,ml,"Quezon Coastal Chiton Gatherers"
2026-08-04,"Small Shrimp",49976.88,g,"Tiaong Agricultural Produce"
2026-08-04,"Soy Sauce",7687.79,ml,"San Antonio Meat Supply"
2026-08-04,"Spring Onion",4312.8,g,"Southern Tagalog Food Essentials"
2026-08-04,"Sugar",14092.5,g,"Lucena Commercial Grocery Hub"
2026-08-04,"Turmeric Powder",2540.77,g,"Lucena Seafood & Aquatic Supplier"
2026-08-04,"Water",471.89,L,"Quezon Coastal Chiton Gatherers"
2026-08-16,"Bell Pepper",4568.43,g,"Lucena Seafood & Aquatic Supplier"
2026-08-16,"Butter/Margarine",16673.58,g,"Quezon Coastal Chiton Gatherers"
2026-08-16,"Cabbage",10686.67,g,"Tiaong Agricultural Produce"
2026-08-16,"Carrots",7897.3,g,"San Antonio Meat Supply"
2026-08-16,"Chicken",27263.86,g,"Southern Tagalog Food Essentials"
2026-08-16,"Chiton",43932.63,g,"Lucena Commercial Grocery Hub"
2026-08-16,"Cooking Oil",278.19,L,"Lucena Seafood & Aquatic Supplier"
2026-08-16,"Garlic",6495.1,g,"Quezon Coastal Chiton Gatherers"
2026-08-16,"Ground Pepper",2642.68,g,"Tiaong Agricultural Produce"
2026-08-16,"Honey",9741.98,ml,"San Antonio Meat Supply"
2026-08-16,"Loaf Bread",95.72,pcs,"Southern Tagalog Food Essentials"
2026-08-16,"Onion",8894.08,g,"Lucena Commercial Grocery Hub"
2026-08-16,"Oyster Sauce",5496.92,ml,"Lucena Seafood & Aquatic Supplier"
2026-08-16,"Peanuts",55484.45,g,"Quezon Coastal Chiton Gatherers"
2026-08-16,"Pork",24217.14,g,"Tiaong Agricultural Produce"
2026-08-16,"Pork Skin",43814.5,g,"San Antonio Meat Supply"
2026-08-16,"Raw Bananas",57022.5,g,"Southern Tagalog Food Essentials"
2026-08-16,"Salt",10803.77,g,"Lucena Commercial Grocery Hub"
2026-08-16,"Sea Salt",5526.43,g,"Lucena Seafood & Aquatic Supplier"
2026-08-16,"Sesame Oil",3723.41,ml,"Quezon Coastal Chiton Gatherers"
2026-08-16,"Small Shrimp",46149.13,g,"Tiaong Agricultural Produce"
2026-08-16,"Soy Sauce",7973.97,ml,"San Antonio Meat Supply"
2026-08-16,"Spring Onion",3734.49,g,"Southern Tagalog Food Essentials"
2026-08-16,"Sugar",13742.19,g,"Lucena Commercial Grocery Hub"
2026-08-16,"Turmeric Powder",2498.1,g,"Lucena Seafood & Aquatic Supplier"
2026-08-16,"Water",453.03,L,"Quezon Coastal Chiton Gatherers"
2026-08-28,"Bell Pepper",4607.5,g,"Lucena Seafood & Aquatic Supplier"
2026-08-28,"Butter/Margarine",14368.76,g,"Quezon Coastal Chiton Gatherers"
2026-08-28,"Cabbage",10297.21,g,"Tiaong Agricultural Produce"
2026-08-28,"Carrots",7384.28,g,"San Antonio Meat Supply"
2026-08-28,"Chicken",23842.86,g,"Southern Tagalog Food Essentials"
2026-08-28,"Chiton",42594.89,g,"Lucena Commercial Grocery Hub"
2026-08-28,"Cooking Oil",227.45,L,"Lucena Seafood & Aquatic Supplier"
2026-08-28,"Garlic",6455.86,g,"Quezon Coastal Chiton Gatherers"
2026-08-28,"Ground Pepper",2405.4,g,"Tiaong Agricultural Produce"
2026-08-28,"Honey",9095.51,ml,"San Antonio Meat Supply"
2026-08-28,"Loaf Bread",106.37,pcs,"Southern Tagalog Food Essentials"
2026-08-28,"Onion",8214.72,g,"Lucena Commercial Grocery Hub"
2026-08-28,"Oyster Sauce",5462.29,ml,"Lucena Seafood & Aquatic Supplier"
2026-08-28,"Peanuts",50669.57,g,"Quezon Coastal Chiton Gatherers"
2026-08-28,"Pork",23727.2,g,"Tiaong Agricultural Produce"
2026-08-28,"Pork Skin",37810.2,g,"San Antonio Meat Supply"
2026-08-28,"Raw Bananas",55727.55,g,"Southern Tagalog Food Essentials"
2026-08-28,"Salt",10857.43,g,"Lucena Commercial Grocery Hub"
2026-08-28,"Sea Salt",4733.08,g,"Lucena Seafood & Aquatic Supplier"
2026-08-28,"Sesame Oil",3752.29,ml,"Quezon Coastal Chiton Gatherers"
2026-08-28,"Small Shrimp",47938.75,g,"Tiaong Agricultural Produce"
2026-08-28,"Soy Sauce",8903.51,ml,"San Antonio Meat Supply"
2026-08-28,"Spring Onion",4329.9,g,"Southern Tagalog Food Essentials"
2026-08-28,"Sugar",16036.57,g,"Lucena Commercial Grocery Hub"
2026-08-28,"Turmeric Powder",2383.46,g,"Lucena Seafood & Aquatic Supplier"
2026-08-28,"Water",488.19,L,"Quezon Coastal Chiton Gatherers"
