receipt_date,item_code,material_name,received_quantity,unit,supplier_name,received_by,remarks
2026-01-12,RM-018,"Heavy Whipping Cream",108.02,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-18,RM-018,"Heavy Whipping Cream",120.22,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-24,RM-018,"Heavy Whipping Cream",115.46,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-30,RM-018,"Heavy Whipping Cream",103.64,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-05,RM-018,"Heavy Whipping Cream",109.33,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-11,RM-018,"Heavy Whipping Cream",120.7,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-17,RM-018,"Heavy Whipping Cream",114.1,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-23,RM-018,"Heavy Whipping Cream",103.26,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-01,RM-018,"Heavy Whipping Cream",110.71,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-07,RM-018,"Heavy Whipping Cream",120.97,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-13,RM-018,"Heavy Whipping Cream",112.7,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-19,RM-018,"Heavy Whipping Cream",103.1,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-25,RM-018,"Heavy Whipping Cream",112.13,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-31,RM-018,"Heavy Whipping Cream",121.02,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-06,RM-018,"Heavy Whipping Cream",111.28,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-12,RM-018,"Heavy Whipping Cream",103.17,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-18,RM-018,"Heavy Whipping Cream",113.55,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-24,RM-018,"Heavy Whipping Cream",120.84,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-30,RM-018,"Heavy Whipping Cream",109.88,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-06,RM-018,"Heavy Whipping Cream",103.46,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-12,RM-018,"Heavy Whipping Cream",114.92,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-18,RM-018,"Heavy Whipping Cream",120.44,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-24,RM-018,"Heavy Whipping Cream",108.53,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-30,RM-018,"Heavy Whipping Cream",103.97,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-05,RM-018,"Heavy Whipping Cream",116.23,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-11,RM-018,"Heavy Whipping Cream",119.83,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-17,RM-018,"Heavy Whipping Cream",107.28,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-23,RM-018,"Heavy Whipping Cream",104.67,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-29,RM-018,"Heavy Whipping Cream",117.43,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-05,RM-018,"Heavy Whipping Cream",119.02,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-11,RM-018,"Heavy Whipping Cream",106.14,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-17,RM-018,"Heavy Whipping Cream",105.57,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-23,RM-018,"Heavy Whipping Cream",118.5,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-29,RM-018,"Heavy Whipping Cream",118.04,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-04,RM-018,"Heavy Whipping Cream",105.15,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-10,RM-018,"Heavy Whipping Cream",106.63,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-16,RM-018,"Heavy Whipping Cream",119.4,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-22,RM-018,"Heavy Whipping Cream",116.91,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-28,RM-018,"Heavy Whipping Cream",104.34,L,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-01,RM-019,"Instant Dry Yeast",42.95,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-07,RM-019,"Instant Dry Yeast",43.16,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-13,RM-019,"Instant Dry Yeast",38.45,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-19,RM-019,"Instant Dry Yeast",38.62,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-25,RM-019,"Instant Dry Yeast",43.31,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-31,RM-019,"Instant Dry Yeast",42.77,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-06,RM-019,"Instant Dry Yeast",38.12,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-12,RM-019,"Instant Dry Yeast",39.03,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-18,RM-019,"Instant Dry Yeast",43.61,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-24,RM-019,"Instant Dry Yeast",42.34,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-02,RM-019,"Instant Dry Yeast",37.86,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-08,RM-019,"Instant Dry Yeast",39.48,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-14,RM-019,"Instant Dry Yeast",43.83,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-20,RM-019,"Instant Dry Yeast",41.86,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-26,RM-019,"Instant Dry Yeast",37.67,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-01,RM-019,"Instant Dry Yeast",39.97,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-07,RM-019,"Instant Dry Yeast",43.98,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-13,RM-019,"Instant Dry Yeast",41.36,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-19,RM-019,"Instant Dry Yeast",37.56,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-25,RM-019,"Instant Dry Yeast",40.48,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-01,RM-019,"Instant Dry Yeast",44.05,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-07,RM-019,"Instant Dry Yeast",40.85,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-13,RM-019,"Instant Dry Yeast",37.53,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-19,RM-019,"Instant Dry Yeast",41,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-25,RM-019,"Instant Dry Yeast",44.04,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-31,RM-019,"Instant Dry Yeast",40.33,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-06,RM-019,"Instant Dry Yeast",37.58,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-12,RM-019,"Instant Dry Yeast",41.51,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-18,RM-019,"Instant Dry Yeast",43.95,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-24,RM-019,"Instant Dry Yeast",39.83,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-30,RM-019,"Instant Dry Yeast",37.72,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-06,RM-019,"Instant Dry Yeast",42,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-12,RM-019,"Instant Dry Yeast",43.77,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-18,RM-019,"Instant Dry Yeast",39.35,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-24,RM-019,"Instant Dry Yeast",37.93,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-30,RM-019,"Instant Dry Yeast",42.47,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-05,RM-019,"Instant Dry Yeast",43.53,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-11,RM-019,"Instant Dry Yeast",38.9,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-17,RM-019,"Instant Dry Yeast",38.21,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-23,RM-019,"Instant Dry Yeast",42.89,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-29,RM-019,"Instant Dry Yeast",31.89,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-05,RM-020,"Active Dry Yeast",21.33,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-10,RM-020,"Active Dry Yeast",22.16,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-15,RM-020,"Active Dry Yeast",19.57,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-20,RM-020,"Active Dry Yeast",19.91,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-25,RM-020,"Active Dry Yeast",22.34,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-30,RM-020,"Active Dry Yeast",20.89,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-04,RM-020,"Active Dry Yeast",19.12,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-09,RM-020,"Active Dry Yeast",21.37,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-14,RM-020,"Active Dry Yeast",22.13,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-19,RM-020,"Active Dry Yeast",19.53,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-24,RM-020,"Active Dry Yeast",19.95,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-01,RM-020,"Active Dry Yeast",22.36,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-06,RM-020,"Active Dry Yeast",20.84,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-11,RM-020,"Active Dry Yeast",19.13,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-16,RM-020,"Active Dry Yeast",21.42,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-21,RM-020,"Active Dry Yeast",22.1,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-26,RM-020,"Active Dry Yeast",19.5,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-31,RM-020,"Active Dry Yeast",20,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-05,RM-020,"Active Dry Yeast",22.37,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-10,RM-020,"Active Dry Yeast",20.79,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-15,RM-020,"Active Dry Yeast",19.14,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-20,RM-020,"Active Dry Yeast",21.47,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-25,RM-020,"Active Dry Yeast",22.07,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-30,RM-020,"Active Dry Yeast",19.46,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-05,RM-020,"Active Dry Yeast",20.04,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-10,RM-020,"Active Dry Yeast",22.38,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-15,RM-020,"Active Dry Yeast",20.74,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-20,RM-020,"Active Dry Yeast",19.15,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-25,RM-020,"Active Dry Yeast",21.51,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-30,RM-020,"Active Dry Yeast",22.03,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-04,RM-020,"Active Dry Yeast",19.43,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-09,RM-020,"Active Dry Yeast",20.09,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-14,RM-020,"Active Dry Yeast",22.39,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-19,RM-020,"Active Dry Yeast",20.69,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-24,RM-020,"Active Dry Yeast",19.16,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-29,RM-020,"Active Dry Yeast",21.56,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-04,RM-020,"Active Dry Yeast",22,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-09,RM-020,"Active Dry Yeast",19.4,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-14,RM-020,"Active Dry Yeast",20.14,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-19,RM-020,"Active Dry Yeast",22.4,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-24,RM-020,"Active Dry Yeast",20.64,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-29,RM-020,"Active Dry Yeast",19.18,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-03,RM-020,"Active Dry Yeast",21.6,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-08,RM-020,"Active Dry Yeast",21.97,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-13,RM-020,"Active Dry Yeast",19.38,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-18,RM-020,"Active Dry Yeast",20.18,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-23,RM-020,"Active Dry Yeast",22.41,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-28,RM-020,"Active Dry Yeast",20.59,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-09-02,RM-020,"Active Dry Yeast",19.19,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-01,RM-021,"Baking Powder (Double Acting)",38.54,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-06,RM-021,"Baking Powder (Double Acting)",39.7,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-11,RM-021,"Baking Powder (Double Acting)",35.03,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-16,RM-021,"Baking Powder (Double Acting)",35.99,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-21,RM-021,"Baking Powder (Double Acting)",40.23,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-26,RM-021,"Baking Powder (Double Acting)",37.34,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-31,RM-021,"Baking Powder (Double Acting)",34.41,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-05,RM-021,"Baking Powder (Double Acting)",38.62,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-10,RM-021,"Baking Powder (Double Acting)",39.65,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-15,RM-021,"Baking Powder (Double Acting)",34.97,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-20,RM-021,"Baking Powder (Double Acting)",36.07,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-25,RM-021,"Baking Powder (Double Acting)",40.25,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-02,RM-021,"Baking Powder (Double Acting)",37.25,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-07,RM-021,"Baking Powder (Double Acting)",34.43,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-12,RM-021,"Baking Powder (Double Acting)",38.71,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-17,RM-021,"Baking Powder (Double Acting)",39.59,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-22,RM-021,"Baking Powder (Double Acting)",34.91,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-27,RM-021,"Baking Powder (Double Acting)",36.15,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-01,RM-021,"Baking Powder (Double Acting)",40.26,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-06,RM-021,"Baking Powder (Double Acting)",37.16,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-11,RM-021,"Baking Powder (Double Acting)",34.46,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-16,RM-021,"Baking Powder (Double Acting)",38.79,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-21,RM-021,"Baking Powder (Double Acting)",39.53,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-26,RM-021,"Baking Powder (Double Acting)",34.86,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-01,RM-021,"Baking Powder (Double Acting)",36.24,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-06,RM-021,"Baking Powder (Double Acting)",40.28,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-11,RM-021,"Baking Powder (Double Acting)",37.07,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-16,RM-021,"Baking Powder (Double Acting)",34.48,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-21,RM-021,"Baking Powder (Double Acting)",38.87,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-26,RM-021,"Baking Powder (Double Acting)",39.46,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-31,RM-021,"Baking Powder (Double Acting)",34.81,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-05,RM-021,"Baking Powder (Double Acting)",36.32,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-10,RM-021,"Baking Powder (Double Acting)",40.29,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-15,RM-021,"Baking Powder (Double Acting)",36.98,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-20,RM-021,"Baking Powder (Double Acting)",34.51,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-25,RM-021,"Baking Powder (Double Acting)",38.94,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-30,RM-021,"Baking Powder (Double Acting)",39.4,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-05,RM-021,"Baking Powder (Double Acting)",34.76,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-10,RM-021,"Baking Powder (Double Acting)",36.41,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-15,RM-021,"Baking Powder (Double Acting)",40.3,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-20,RM-021,"Baking Powder (Double Acting)",36.89,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-25,RM-021,"Baking Powder (Double Acting)",34.54,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-30,RM-021,"Baking Powder (Double Acting)",39.02,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-04,RM-021,"Baking Powder (Double Acting)",39.33,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-09,RM-021,"Baking Powder (Double Acting)",34.72,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-14,RM-021,"Baking Powder (Double Acting)",36.5,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-19,RM-021,"Baking Powder (Double Acting)",40.31,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-24,RM-021,"Baking Powder (Double Acting)",36.8,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-29,RM-021,"Baking Powder (Double Acting)",34.58,kg,"San Miguel Mills Logistics","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-04,RM-022,"Baking Soda",36.94,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-10,RM-022,"Baking Soda",34.65,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-16,RM-022,"Baking Soda",31.52,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-22,RM-022,"Baking Soda",34.07,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-28,RM-022,"Baking Soda",36.99,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-03,RM-022,"Baking Soda",34.22,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-09,RM-022,"Baking Soda",31.51,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-15,RM-022,"Baking Soda",34.5,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-21,RM-022,"Baking Soda",36.97,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-27,RM-022,"Baking Soda",33.78,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-05,RM-022,"Baking Soda",31.57,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-11,RM-022,"Baking Soda",34.93,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-17,RM-022,"Baking Soda",36.87,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-23,RM-022,"Baking Soda",33.36,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-29,RM-022,"Baking Soda",31.69,kg,"Universal Robina Supply Corp","Warehouse Inbound Team","Authorized supplier stock replenishment"
