receipt_date,item_code,raw_material_name,received_quantity,unit,supplier_name
2026-04-14,RM-049,"Coarse Rock Salt",161.93,kg,"San Miguel Mills Corp."
2026-04-14,RM-050,"Iodized Salt",107.59,kg,"Universal Robina Agro-Industrial"
2026-04-14,RM-051,"Dried Bay Leaves (Laurel)",23.96,kg,"Golden Harvest Trading"
2026-04-14,RM-052,"Dried Red Chili Flakes",34.71,kg,"Magnolia Dairy Products"
2026-04-14,RM-053,"Garlic Powder",47.15,kg,"Quezon Coastal Gatherers Cooperative"
2026-04-14,RM-054,"Ground Black Pepper",46.09,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-14,RM-055,"White Pepper Powder",43.35,kg,"Tiaong Highland Agricultural Hub"
2026-04-14,RM-056,"Whole Black Peppercorns",70.36,kg,"Southern Tagalog Food Essentials Inc."
2026-04-14,RM-057,"Muscovado Brown Sugar",233.18,kg,"San Miguel Mills Corp."
2026-04-14,RM-058,"Panutsa Cane Sugar",184.32,kg,"Universal Robina Agro-Industrial"
2026-04-14,RM-059,"Refined White Sugar",382.67,kg,"Golden Harvest Trading"
2026-04-25,RM-001,"Food Grade Sunset Yellow / Orange Dye",79.46,kg,"San Miguel Mills Corp."
2026-04-25,RM-002,"Baking Powder",89.52,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-003,"Cream of Tartar",34.84,kg,"Golden Harvest Trading"
2026-04-25,RM-004,"Instant Dry Yeast",98.94,kg,"Magnolia Dairy Products"
2026-04-25,RM-005,"Cane Vinegar",140.79,L,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-006,"Soy Sauce",215.19,L,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-007,"Condensed Milk",280.46,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-008,"Evaporated Milk",198.13,L,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-009,"Powdered Milk",165.04,kg,"San Miguel Mills Corp."
2026-04-25,RM-010,"Fresh Whole Egg Whites",130.29,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-011,"Fresh Whole Eggs",343.92,kg,"Golden Harvest Trading"
2026-04-25,RM-012,"All-Vegetable Shortening",226.87,kg,"Magnolia Dairy Products"
2026-04-25,RM-013,"Baking Shortening",244.69,kg,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-014,"Salted Creamery Butter",273.92,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-015,"Seedless Raisins",67.88,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-016,"Vanilla Extract",27.6,L,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-017,"All-Purpose Wheat Flour",483.37,kg,"San Miguel Mills Corp."
2026-04-25,RM-018,"Cornstarch",141.6,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-019,"Glutinous Rice (Malagkit for Pinipig)",318.51,kg,"Golden Harvest Trading"
2026-04-25,RM-020,"Hard Wheat Bread Flour",574.57,kg,"Magnolia Dairy Products"
2026-04-25,RM-021,"Purified Water",703.62,L,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-022,"Cleaned Chicken Crop (Butse)",148.47,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-023,"Pork Skin with Back Fat",368.85,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-024,"Raw Shelled Peanuts",382.03,kg,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-025,"Toasted Sesame Seeds",66.4,kg,"San Miguel Mills Corp."
2026-04-25,RM-026,"Palm Cooking Oil",474.5,L,"Universal Robina Agro-Industrial"
2026-04-25,RM-027,"Pure Pork Lard",223.13,L,"Golden Harvest Trading"
2026-04-25,RM-028,"Refined Peanut Oil",132.37,L,"Magnolia Dairy Products"
2026-04-25,RM-029,"Fresh Carrots",109.89,kg,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-030,"Fresh Cassava Tubers",273,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-031,"Fresh Garlic",105.75,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-032,"Fresh Ginger",83.63,kg,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-033,"Fresh Grated Coconut Meat",222.53,kg,"San Miguel Mills Corp."
2026-04-25,RM-034,"Fresh Mature Coconut Meat",176.53,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-035,"Fresh Purple Yam Tubers",139.81,kg,"Golden Harvest Trading"
2026-04-25,RM-036,"Fresh Sweet Potato",178.88,kg,"Magnolia Dairy Products"
2026-04-25,RM-037,"Green Raw Papaya",147.93,kg,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-038,"Pandan Leaves",34.11,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-039,"Red Bell Peppers",73.48,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-040,"Red Chili Peppers (Siling Labuyo)",46.02,kg,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-041,"Red Onions",104.43,kg,"San Miguel Mills Corp."
2026-04-25,RM-042,"Unripe Green Saba Bananas",461.7,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-043,"Fresh Acetes Shrimp (Alamang)",241.49,kg,"Golden Harvest Trading"
2026-04-25,RM-044,"Fresh Bangus (Milkfish) Skin",192.3,kg,"Magnolia Dairy Products"
2026-04-25,RM-045,"Fresh Chiton Mollusk (Kibit)",361.32,kg,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-046,"Fresh Kabasi Fish",152.12,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-047,"Fresh Sapsap Fish",132.15,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-048,"Cheese Seasoning Powder",47.23,kg,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-049,"Coarse Rock Salt",160.55,kg,"San Miguel Mills Corp."
2026-04-25,RM-050,"Iodized Salt",110.21,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-051,"Dried Bay Leaves (Laurel)",29.02,kg,"Golden Harvest Trading"
2026-04-25,RM-052,"Dried Red Chili Flakes",37.42,kg,"Magnolia Dairy Products"
2026-04-25,RM-053,"Garlic Powder",55.91,kg,"Quezon Coastal Gatherers Cooperative"
2026-04-25,RM-054,"Ground Black Pepper",43.78,kg,"Lucena Aquatic & Fish Port Authority"
2026-04-25,RM-055,"White Pepper Powder",37.69,kg,"Tiaong Highland Agricultural Hub"
2026-04-25,RM-056,"Whole Black Peppercorns",64.48,kg,"Southern Tagalog Food Essentials Inc."
2026-04-25,RM-057,"Muscovado Brown Sugar",244.92,kg,"San Miguel Mills Corp."
2026-04-25,RM-058,"Panutsa Cane Sugar",180.25,kg,"Universal Robina Agro-Industrial"
2026-04-25,RM-059,"Refined White Sugar",426.91,kg,"Golden Harvest Trading"
2026-05-06,RM-001,"Food Grade Sunset Yellow / Orange Dye",93.36,kg,"San Miguel Mills Corp."
2026-05-06,RM-002,"Baking Powder",100.15,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-003,"Cream of Tartar",34.53,kg,"Golden Harvest Trading"
2026-05-06,RM-004,"Instant Dry Yeast",108.3,kg,"Magnolia Dairy Products"
2026-05-06,RM-005,"Cane Vinegar",120.8,L,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-006,"Soy Sauce",194.31,L,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-007,"Condensed Milk",251.51,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-008,"Evaporated Milk",194.82,L,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-009,"Powdered Milk",180.88,kg,"San Miguel Mills Corp."
2026-05-06,RM-010,"Fresh Whole Egg Whites",151.07,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-011,"Fresh Whole Eggs",277.58,kg,"Golden Harvest Trading"
2026-05-06,RM-012,"All-Vegetable Shortening",202.01,kg,"Magnolia Dairy Products"
2026-05-06,RM-013,"Baking Shortening",230.96,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-014,"Salted Creamery Butter",277.35,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-015,"Seedless Raisins",75.06,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-016,"Vanilla Extract",27.69,L,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-017,"All-Purpose Wheat Flour",471.23,kg,"San Miguel Mills Corp."
2026-05-06,RM-018,"Cornstarch",123.3,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-019,"Glutinous Rice (Malagkit for Pinipig)",312.23,kg,"Golden Harvest Trading"
2026-05-06,RM-020,"Hard Wheat Bread Flour",660.2,kg,"Magnolia Dairy Products"
2026-05-06,RM-021,"Purified Water",781.63,L,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-022,"Cleaned Chicken Crop (Butse)",158.51,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-023,"Pork Skin with Back Fat",365.84,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-024,"Raw Shelled Peanuts",372.81,kg,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-025,"Toasted Sesame Seeds",61.14,kg,"San Miguel Mills Corp."
2026-05-06,RM-026,"Palm Cooking Oil",508.36,L,"Universal Robina Agro-Industrial"
2026-05-06,RM-027,"Pure Pork Lard",248.34,L,"Golden Harvest Trading"
2026-05-06,RM-028,"Refined Peanut Oil",146.7,L,"Magnolia Dairy Products"
2026-05-06,RM-029,"Fresh Carrots",96.56,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-030,"Fresh Cassava Tubers",219.43,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-031,"Fresh Garlic",100.52,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-032,"Fresh Ginger",88.65,kg,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-033,"Fresh Grated Coconut Meat",236.14,kg,"San Miguel Mills Corp."
2026-05-06,RM-034,"Fresh Mature Coconut Meat",173.83,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-035,"Fresh Purple Yam Tubers",144.75,kg,"Golden Harvest Trading"
2026-05-06,RM-036,"Fresh Sweet Potato",145.35,kg,"Magnolia Dairy Products"
2026-05-06,RM-037,"Green Raw Papaya",124.81,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-038,"Pandan Leaves",31.28,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-039,"Red Bell Peppers",75.51,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-040,"Red Chili Peppers (Siling Labuyo)",47.07,kg,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-041,"Red Onions",110.39,kg,"San Miguel Mills Corp."
2026-05-06,RM-042,"Unripe Green Saba Bananas",443.66,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-043,"Fresh Acetes Shrimp (Alamang)",212.15,kg,"Golden Harvest Trading"
2026-05-06,RM-044,"Fresh Bangus (Milkfish) Skin",203.55,kg,"Magnolia Dairy Products"
2026-05-06,RM-045,"Fresh Chiton Mollusk (Kibit)",347.71,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-046,"Fresh Kabasi Fish",154.36,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-047,"Fresh Sapsap Fish",166.36,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-048,"Cheese Seasoning Powder",47.65,kg,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-049,"Coarse Rock Salt",143.4,kg,"San Miguel Mills Corp."
2026-05-06,RM-050,"Iodized Salt",108.87,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-051,"Dried Bay Leaves (Laurel)",27.73,kg,"Golden Harvest Trading"
2026-05-06,RM-052,"Dried Red Chili Flakes",42.36,kg,"Magnolia Dairy Products"
2026-05-06,RM-053,"Garlic Powder",53.33,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-06,RM-054,"Ground Black Pepper",43.17,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-06,RM-055,"White Pepper Powder",35.64,kg,"Tiaong Highland Agricultural Hub"
2026-05-06,RM-056,"Whole Black Peppercorns",53.42,kg,"Southern Tagalog Food Essentials Inc."
2026-05-06,RM-057,"Muscovado Brown Sugar",237.3,kg,"San Miguel Mills Corp."
2026-05-06,RM-058,"Panutsa Cane Sugar",217.03,kg,"Universal Robina Agro-Industrial"
2026-05-06,RM-059,"Refined White Sugar",435.56,kg,"Golden Harvest Trading"
2026-05-17,RM-001,"Food Grade Sunset Yellow / Orange Dye",89.3,kg,"San Miguel Mills Corp."
2026-05-17,RM-002,"Baking Powder",101.94,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-003,"Cream of Tartar",39.1,kg,"Golden Harvest Trading"
2026-05-17,RM-004,"Instant Dry Yeast",117.77,kg,"Magnolia Dairy Products"
2026-05-17,RM-005,"Cane Vinegar",125.71,L,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-006,"Soy Sauce",166.09,L,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-007,"Condensed Milk",239.4,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-008,"Evaporated Milk",208.28,L,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-009,"Powdered Milk",196.97,kg,"San Miguel Mills Corp."
2026-05-17,RM-010,"Fresh Whole Egg Whites",141.52,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-011,"Fresh Whole Eggs",299.97,kg,"Golden Harvest Trading"
2026-05-17,RM-012,"All-Vegetable Shortening",189.18,kg,"Magnolia Dairy Products"
2026-05-17,RM-013,"Baking Shortening",222.89,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-014,"Salted Creamery Butter",304.62,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-015,"Seedless Raisins",90.45,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-016,"Vanilla Extract",26.03,L,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-017,"All-Purpose Wheat Flour",410.34,kg,"San Miguel Mills Corp."
2026-05-17,RM-018,"Cornstarch",130.89,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-019,"Glutinous Rice (Malagkit for Pinipig)",303.69,kg,"Golden Harvest Trading"
2026-05-17,RM-020,"Hard Wheat Bread Flour",632.96,kg,"Magnolia Dairy Products"
2026-05-17,RM-021,"Purified Water",880.28,L,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-022,"Cleaned Chicken Crop (Butse)",169.76,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-023,"Pork Skin with Back Fat",320.63,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-024,"Raw Shelled Peanuts",306.78,kg,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-025,"Toasted Sesame Seeds",52.97,kg,"San Miguel Mills Corp."
2026-05-17,RM-026,"Palm Cooking Oil",450.54,L,"Universal Robina Agro-Industrial"
2026-05-17,RM-027,"Pure Pork Lard",251.53,L,"Golden Harvest Trading"
2026-05-17,RM-028,"Refined Peanut Oil",154.08,L,"Magnolia Dairy Products"
2026-05-17,RM-029,"Fresh Carrots",111.91,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-030,"Fresh Cassava Tubers",220.39,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-031,"Fresh Garlic",98.16,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-032,"Fresh Ginger",88.34,kg,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-033,"Fresh Grated Coconut Meat",226.57,kg,"San Miguel Mills Corp."
2026-05-17,RM-034,"Fresh Mature Coconut Meat",211.99,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-035,"Fresh Purple Yam Tubers",157.79,kg,"Golden Harvest Trading"
2026-05-17,RM-036,"Fresh Sweet Potato",148.17,kg,"Magnolia Dairy Products"
2026-05-17,RM-037,"Green Raw Papaya",124.86,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-038,"Pandan Leaves",30.26,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-039,"Red Bell Peppers",71.62,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-040,"Red Chili Peppers (Siling Labuyo)",54.35,kg,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-041,"Red Onions",119.48,kg,"San Miguel Mills Corp."
2026-05-17,RM-042,"Unripe Green Saba Bananas",408.64,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-043,"Fresh Acetes Shrimp (Alamang)",177.39,kg,"Golden Harvest Trading"
2026-05-17,RM-044,"Fresh Bangus (Milkfish) Skin",176.92,kg,"Magnolia Dairy Products"
2026-05-17,RM-045,"Fresh Chiton Mollusk (Kibit)",358.87,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-046,"Fresh Kabasi Fish",171.5,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-047,"Fresh Sapsap Fish",173.24,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-048,"Cheese Seasoning Powder",54.22,kg,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-049,"Coarse Rock Salt",122.41,kg,"San Miguel Mills Corp."
2026-05-17,RM-050,"Iodized Salt",87.98,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-051,"Dried Bay Leaves (Laurel)",24.91,kg,"Golden Harvest Trading"
2026-05-17,RM-052,"Dried Red Chili Flakes",46.25,kg,"Magnolia Dairy Products"
2026-05-17,RM-053,"Garlic Powder",62.99,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-17,RM-054,"Ground Black Pepper",47.9,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-17,RM-055,"White Pepper Powder",37.59,kg,"Tiaong Highland Agricultural Hub"
2026-05-17,RM-056,"Whole Black Peppercorns",58.7,kg,"Southern Tagalog Food Essentials Inc."
2026-05-17,RM-057,"Muscovado Brown Sugar",224.84,kg,"San Miguel Mills Corp."
2026-05-17,RM-058,"Panutsa Cane Sugar",210.14,kg,"Universal Robina Agro-Industrial"
2026-05-17,RM-059,"Refined White Sugar",487.25,kg,"Golden Harvest Trading"
2026-05-28,RM-001,"Food Grade Sunset Yellow / Orange Dye",78.22,kg,"San Miguel Mills Corp."
2026-05-28,RM-002,"Baking Powder",103.73,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-003,"Cream of Tartar",41.19,kg,"Golden Harvest Trading"
2026-05-28,RM-004,"Instant Dry Yeast",118.27,kg,"Magnolia Dairy Products"
2026-05-28,RM-005,"Cane Vinegar",137.44,L,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-006,"Soy Sauce",182.38,L,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-007,"Condensed Milk",225.39,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-008,"Evaporated Milk",214.48,L,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-009,"Powdered Milk",188.24,kg,"San Miguel Mills Corp."
2026-05-28,RM-010,"Fresh Whole Egg Whites",171.93,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-011,"Fresh Whole Eggs",284.76,kg,"Golden Harvest Trading"
2026-05-28,RM-012,"All-Vegetable Shortening",181.2,kg,"Magnolia Dairy Products"
2026-05-28,RM-013,"Baking Shortening",200.95,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-014,"Salted Creamery Butter",249.8,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-015,"Seedless Raisins",85.66,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-016,"Vanilla Extract",32.18,L,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-017,"All-Purpose Wheat Flour",501.89,kg,"San Miguel Mills Corp."
2026-05-28,RM-018,"Cornstarch",121.22,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-019,"Glutinous Rice (Malagkit for Pinipig)",271.97,kg,"Golden Harvest Trading"
2026-05-28,RM-020,"Hard Wheat Bread Flour",581.13,kg,"Magnolia Dairy Products"
2026-05-28,RM-021,"Purified Water",828.68,L,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-022,"Cleaned Chicken Crop (Butse)",183.36,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-023,"Pork Skin with Back Fat",390.23,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-024,"Raw Shelled Peanuts",336.94,kg,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-025,"Toasted Sesame Seeds",46.65,kg,"San Miguel Mills Corp."
2026-05-28,RM-026,"Palm Cooking Oil",432.4,L,"Universal Robina Agro-Industrial"
2026-05-28,RM-027,"Pure Pork Lard",277.68,L,"Golden Harvest Trading"
2026-05-28,RM-028,"Refined Peanut Oil",174.46,L,"Magnolia Dairy Products"
2026-05-28,RM-029,"Fresh Carrots",119.28,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-030,"Fresh Cassava Tubers",214.54,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-031,"Fresh Garlic",76.21,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-032,"Fresh Ginger",69.73,kg,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-033,"Fresh Grated Coconut Meat",244.12,kg,"San Miguel Mills Corp."
2026-05-28,RM-034,"Fresh Mature Coconut Meat",208.04,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-035,"Fresh Purple Yam Tubers",170.44,kg,"Golden Harvest Trading"
2026-05-28,RM-036,"Fresh Sweet Potato",155.61,kg,"Magnolia Dairy Products"
2026-05-28,RM-037,"Green Raw Papaya",120.47,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-038,"Pandan Leaves",24.89,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-039,"Red Bell Peppers",69.82,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-040,"Red Chili Peppers (Siling Labuyo)",57.91,kg,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-041,"Red Onions",147.06,kg,"San Miguel Mills Corp."
2026-05-28,RM-042,"Unripe Green Saba Bananas",476.08,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-043,"Fresh Acetes Shrimp (Alamang)",185.71,kg,"Golden Harvest Trading"
2026-05-28,RM-044,"Fresh Bangus (Milkfish) Skin",179.13,kg,"Magnolia Dairy Products"
2026-05-28,RM-045,"Fresh Chiton Mollusk (Kibit)",338.12,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-046,"Fresh Kabasi Fish",171.57,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-047,"Fresh Sapsap Fish",181.66,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-048,"Cheese Seasoning Powder",60.64,kg,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-049,"Coarse Rock Salt",128.23,kg,"San Miguel Mills Corp."
2026-05-28,RM-050,"Iodized Salt",92.46,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-051,"Dried Bay Leaves (Laurel)",25.21,kg,"Golden Harvest Trading"
2026-05-28,RM-052,"Dried Red Chili Flakes",38.93,kg,"Magnolia Dairy Products"
2026-05-28,RM-053,"Garlic Powder",61.23,kg,"Quezon Coastal Gatherers Cooperative"
2026-05-28,RM-054,"Ground Black Pepper",49.27,kg,"Lucena Aquatic & Fish Port Authority"
2026-05-28,RM-055,"White Pepper Powder",36.45,kg,"Tiaong Highland Agricultural Hub"
2026-05-28,RM-056,"Whole Black Peppercorns",55.82,kg,"Southern Tagalog Food Essentials Inc."
2026-05-28,RM-057,"Muscovado Brown Sugar",197.13,kg,"San Miguel Mills Corp."
2026-05-28,RM-058,"Panutsa Cane Sugar",185.32,kg,"Universal Robina Agro-Industrial"
2026-05-28,RM-059,"Refined White Sugar",490.84,kg,"Golden Harvest Trading"
2026-06-08,RM-001,"Food Grade Sunset Yellow / Orange Dye",67.9,kg,"San Miguel Mills Corp."
2026-06-08,RM-002,"Baking Powder",98.97,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-003,"Cream of Tartar",43.13,kg,"Golden Harvest Trading"
2026-06-08,RM-004,"Instant Dry Yeast",125.67,kg,"Magnolia Dairy Products"
2026-06-08,RM-005,"Cane Vinegar",156.34,L,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-006,"Soy Sauce",187.16,L,"Lucena Aquatic & Fish Port Authority"
2026-06-08,RM-007,"Condensed Milk",229.1,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-008,"Evaporated Milk",191.63,L,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-009,"Powdered Milk",187.03,kg,"San Miguel Mills Corp."
2026-06-08,RM-010,"Fresh Whole Egg Whites",183.39,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-011,"Fresh Whole Eggs",339.84,kg,"Golden Harvest Trading"
2026-06-08,RM-012,"All-Vegetable Shortening",172.64,kg,"Magnolia Dairy Products"
2026-06-08,RM-013,"Baking Shortening",179.22,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-014,"Salted Creamery Butter",231.34,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-08,RM-015,"Seedless Raisins",90.24,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-016,"Vanilla Extract",33.07,L,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-017,"All-Purpose Wheat Flour",505.53,kg,"San Miguel Mills Corp."
2026-06-08,RM-018,"Cornstarch",121.57,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-019,"Glutinous Rice (Malagkit for Pinipig)",280.12,kg,"Golden Harvest Trading"
2026-06-08,RM-020,"Hard Wheat Bread Flour",586.74,kg,"Magnolia Dairy Products"
2026-06-08,RM-021,"Purified Water",866.46,L,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-022,"Cleaned Chicken Crop (Butse)",205.59,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-08,RM-023,"Pork Skin with Back Fat",398.95,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-024,"Raw Shelled Peanuts",377.88,kg,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-025,"Toasted Sesame Seeds",52.12,kg,"San Miguel Mills Corp."
2026-06-08,RM-026,"Palm Cooking Oil",383.05,L,"Universal Robina Agro-Industrial"
2026-06-08,RM-027,"Pure Pork Lard",234.78,L,"Golden Harvest Trading"
2026-06-08,RM-028,"Refined Peanut Oil",167.81,L,"Magnolia Dairy Products"
2026-06-08,RM-029,"Fresh Carrots",123.47,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-030,"Fresh Cassava Tubers",237.52,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-08,RM-031,"Fresh Garlic",88.2,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-032,"Fresh Ginger",62.78,kg,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-033,"Fresh Grated Coconut Meat",217,kg,"San Miguel Mills Corp."
2026-06-08,RM-034,"Fresh Mature Coconut Meat",192.87,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-035,"Fresh Purple Yam Tubers",189.42,kg,"Golden Harvest Trading"
2026-06-08,RM-036,"Fresh Sweet Potato",171.08,kg,"Magnolia Dairy Products"
2026-06-08,RM-037,"Green Raw Papaya",117.91,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-038,"Pandan Leaves",27.79,kg,"Lucena Aquatic & Fish Port Authority"
