usage_date,raw_material_name,consumed_quantity,unit,activity_type,finished_product_name
2026-03-31,"Cocoa Powder",3.43,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-01,"Bread Flour",25.38,kg,"Baking Production Batch","French Baguette"
2026-04-01,"All-Purpose Flour",19.56,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-01,"Refined White Sugar",15.02,kg,"Baking Production Batch","Classic Pandesal"
2026-04-01,"Salted Butter",9.58,kg,"Baking Production Batch","Butter Croissants"
2026-04-01,"Fresh Eggs",44.81,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-01,"Whole Milk",8.23,L,"Baking Production Batch","Ensaymada Especial"
2026-04-01,"Instant Dry Yeast",1.62,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-01,"Iodized Salt",1.99,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-01,"Pure Vanilla Extract",0.66,L,"Baking Production Batch","Brioche Buns"
2026-04-01,"Cocoa Powder",3.4,kg,"Baking Production Batch","Brioche Buns"
2026-04-02,"Bread Flour",31.83,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-02,"All-Purpose Flour",23.02,kg,"Baking Production Batch","French Baguette"
2026-04-02,"Refined White Sugar",15.72,kg,"Baking Production Batch","Brioche Buns"
2026-04-02,"Salted Butter",11.08,kg,"Baking Production Batch","Brioche Buns"
2026-04-02,"Fresh Eggs",45.46,pcs,"Baking Production Batch","French Baguette"
2026-04-02,"Whole Milk",7.85,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-02,"Instant Dry Yeast",1.94,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-02,"Iodized Salt",2.35,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-02,"Pure Vanilla Extract",0.65,L,"Baking Production Batch","Classic Pandesal"
2026-04-02,"Cocoa Powder",3.29,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-03,"Bread Flour",25.96,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-03,"All-Purpose Flour",23.3,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-03,"Refined White Sugar",18.59,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-03,"Salted Butter",10.89,kg,"Baking Production Batch","Classic Pandesal"
2026-04-03,"Fresh Eggs",49.47,pcs,"Baking Production Batch","French Baguette"
2026-04-03,"Whole Milk",8.24,L,"Baking Production Batch","Brioche Buns"
2026-04-03,"Instant Dry Yeast",1.77,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-03,"Iodized Salt",2.29,kg,"Baking Production Batch","Classic Pandesal"
2026-04-03,"Pure Vanilla Extract",0.56,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-03,"Cocoa Powder",3.58,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-04,"Bread Flour",42.5,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-04,"All-Purpose Flour",30.54,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-04,"Refined White Sugar",22.84,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-04,"Salted Butter",13.97,kg,"Baking Production Batch","French Baguette"
2026-04-04,"Fresh Eggs",62.13,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-04,"Whole Milk",13.37,L,"Baking Production Batch","Ensaymada Especial"
2026-04-04,"Instant Dry Yeast",2.72,kg,"Baking Production Batch","Brioche Buns"
2026-04-04,"Iodized Salt",2.92,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-04,"Pure Vanilla Extract",0.78,L,"Baking Production Batch","Butter Croissants"
2026-04-04,"Cocoa Powder",5.19,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-05,"Bread Flour",39.62,kg,"Baking Production Batch","Brioche Buns"
2026-04-05,"All-Purpose Flour",28.97,kg,"Baking Production Batch","Brioche Buns"
2026-04-05,"Refined White Sugar",22.3,kg,"Baking Production Batch","French Baguette"
2026-04-05,"Salted Butter",12.84,kg,"Baking Production Batch","French Baguette"
2026-04-05,"Fresh Eggs",70.63,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-05,"Whole Milk",11.95,L,"Baking Production Batch","Brioche Buns"
2026-04-05,"Instant Dry Yeast",2.29,kg,"Baking Production Batch","Butter Croissants"
2026-04-05,"Iodized Salt",3.19,kg,"Baking Production Batch","Brioche Buns"
2026-04-05,"Pure Vanilla Extract",0.84,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-05,"Cocoa Powder",5.18,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-06,"Bread Flour",31.82,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-06,"All-Purpose Flour",21.29,kg,"Baking Production Batch","Butter Croissants"
2026-04-06,"Refined White Sugar",14.77,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-06,"Salted Butter",9.27,kg,"Baking Production Batch","Butter Croissants"
2026-04-06,"Fresh Eggs",49.17,pcs,"Baking Production Batch","Brioche Buns"
2026-04-06,"Whole Milk",8.75,L,"Baking Production Batch","Brioche Buns"
2026-04-06,"Instant Dry Yeast",1.95,kg,"Baking Production Batch","Butter Croissants"
2026-04-06,"Iodized Salt",2.38,kg,"Baking Production Batch","Brioche Buns"
2026-04-06,"Pure Vanilla Extract",0.63,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-06,"Cocoa Powder",3.32,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-07,"Bread Flour",28.03,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-07,"All-Purpose Flour",23.78,kg,"Baking Production Batch","Brioche Buns"
2026-04-07,"Refined White Sugar",17.77,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-07,"Salted Butter",9.1,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-07,"Fresh Eggs",45.57,pcs,"Baking Production Batch","Classic Pandesal"
2026-04-07,"Whole Milk",9.09,L,"Baking Production Batch","Ensaymada Especial"
2026-04-07,"Instant Dry Yeast",1.87,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-07,"Iodized Salt",1.96,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-07,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-07,"Cocoa Powder",3.82,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-08,"Bread Flour",30.2,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-08,"All-Purpose Flour",23.39,kg,"Baking Production Batch","Classic Pandesal"
2026-04-08,"Refined White Sugar",17.54,kg,"Baking Production Batch","Butter Croissants"
2026-04-08,"Salted Butter",9.51,kg,"Baking Production Batch","Butter Croissants"
2026-04-08,"Fresh Eggs",45.13,pcs,"Baking Production Batch","Brioche Buns"
2026-04-08,"Whole Milk",9.26,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-08,"Instant Dry Yeast",1.72,kg,"Baking Production Batch","Brioche Buns"
2026-04-08,"Iodized Salt",2.31,kg,"Baking Production Batch","Brioche Buns"
2026-04-08,"Pure Vanilla Extract",0.61,L,"Baking Production Batch","Butter Croissants"
2026-04-08,"Cocoa Powder",3.29,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-09,"Bread Flour",25.57,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-09,"All-Purpose Flour",20.04,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-09,"Refined White Sugar",18.23,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-09,"Salted Butter",11.13,kg,"Baking Production Batch","Butter Croissants"
2026-04-09,"Fresh Eggs",41.44,pcs,"Baking Production Batch","Butter Croissants"
2026-04-09,"Whole Milk",8.62,L,"Baking Production Batch","Brioche Buns"
2026-04-09,"Instant Dry Yeast",1.96,kg,"Baking Production Batch","Brioche Buns"
2026-04-09,"Iodized Salt",2.09,kg,"Baking Production Batch","Brioche Buns"
2026-04-09,"Pure Vanilla Extract",0.66,L,"Baking Production Batch","Ensaymada Especial"
2026-04-09,"Cocoa Powder",3.33,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-10,"Bread Flour",29.02,kg,"Baking Production Batch","Brioche Buns"
2026-04-10,"All-Purpose Flour",21.46,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-10,"Refined White Sugar",16.06,kg,"Baking Production Batch","French Baguette"
2026-04-10,"Salted Butter",10.64,kg,"Baking Production Batch","French Baguette"
2026-04-10,"Fresh Eggs",50.25,pcs,"Baking Production Batch","Brioche Buns"
2026-04-10,"Whole Milk",8.12,L,"Baking Production Batch","Classic Pandesal"
2026-04-10,"Instant Dry Yeast",1.82,kg,"Baking Production Batch","Classic Pandesal"
2026-04-10,"Iodized Salt",2.3,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-10,"Pure Vanilla Extract",0.56,L,"Baking Production Batch","Ensaymada Especial"
2026-04-10,"Cocoa Powder",3.93,kg,"Baking Production Batch","Butter Croissants"
2026-04-11,"Bread Flour",37.33,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-11,"All-Purpose Flour",32.09,kg,"Baking Production Batch","Brioche Buns"
2026-04-11,"Refined White Sugar",24.62,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-11,"Salted Butter",12.81,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-11,"Fresh Eggs",64.3,pcs,"Baking Production Batch","Brioche Buns"
2026-04-11,"Whole Milk",11.05,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-11,"Instant Dry Yeast",2.81,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-11,"Iodized Salt",2.89,kg,"Baking Production Batch","Brioche Buns"
2026-04-11,"Pure Vanilla Extract",0.88,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-11,"Cocoa Powder",5.49,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-12,"Bread Flour",41.93,kg,"Baking Production Batch","Brioche Buns"
2026-04-12,"All-Purpose Flour",34.59,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-12,"Refined White Sugar",24.47,kg,"Baking Production Batch","Butter Croissants"
2026-04-12,"Salted Butter",14.34,kg,"Baking Production Batch","Classic Pandesal"
2026-04-12,"Fresh Eggs",56.7,pcs,"Baking Production Batch","French Baguette"
2026-04-12,"Whole Milk",12.8,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-12,"Instant Dry Yeast",2.74,kg,"Baking Production Batch","French Baguette"
2026-04-12,"Iodized Salt",2.87,kg,"Baking Production Batch","Brioche Buns"
2026-04-12,"Pure Vanilla Extract",0.84,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-12,"Cocoa Powder",4.65,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-13,"Bread Flour",31.23,kg,"Baking Production Batch","Butter Croissants"
2026-04-13,"All-Purpose Flour",20.87,kg,"Baking Production Batch","Classic Pandesal"
2026-04-13,"Refined White Sugar",16.21,kg,"Baking Production Batch","French Baguette"
2026-04-13,"Salted Butter",9.56,kg,"Baking Production Batch","Brioche Buns"
2026-04-13,"Fresh Eggs",39.63,pcs,"Baking Production Batch","Classic Pandesal"
2026-04-13,"Whole Milk",8.22,L,"Baking Production Batch","Classic Pandesal"
2026-04-13,"Instant Dry Yeast",1.89,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-13,"Iodized Salt",2.27,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-13,"Pure Vanilla Extract",0.63,L,"Baking Production Batch","French Baguette"
2026-04-13,"Cocoa Powder",3.21,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-14,"Bread Flour",30.82,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-14,"All-Purpose Flour",24.09,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-14,"Refined White Sugar",14.8,kg,"Baking Production Batch","French Baguette"
2026-04-14,"Salted Butter",10.09,kg,"Baking Production Batch","French Baguette"
2026-04-14,"Fresh Eggs",47.62,pcs,"Baking Production Batch","French Baguette"
2026-04-14,"Whole Milk",8.01,L,"Baking Production Batch","French Baguette"
2026-04-14,"Instant Dry Yeast",1.9,kg,"Baking Production Batch","Brioche Buns"
2026-04-14,"Iodized Salt",2.38,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-14,"Pure Vanilla Extract",0.6,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-14,"Cocoa Powder",3.7,kg,"Baking Production Batch","Brioche Buns"
2026-04-15,"Bread Flour",28.31,kg,"Baking Production Batch","Brioche Buns"
2026-04-15,"All-Purpose Flour",24.85,kg,"Baking Production Batch","Brioche Buns"
2026-04-15,"Refined White Sugar",15.72,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-15,"Salted Butter",10.21,kg,"Baking Production Batch","Classic Pandesal"
2026-04-15,"Fresh Eggs",40.23,pcs,"Baking Production Batch","Classic Pandesal"
2026-04-15,"Whole Milk",8.48,L,"Baking Production Batch","Brioche Buns"
2026-04-15,"Instant Dry Yeast",1.76,kg,"Baking Production Batch","Butter Croissants"
2026-04-15,"Iodized Salt",2.47,kg,"Baking Production Batch","Brioche Buns"
2026-04-15,"Pure Vanilla Extract",0.59,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-15,"Cocoa Powder",3.7,kg,"Baking Production Batch","Classic Pandesal"
2026-04-16,"Bread Flour",26.1,kg,"Baking Production Batch","Classic Pandesal"
2026-04-16,"All-Purpose Flour",24.38,kg,"Baking Production Batch","Brioche Buns"
2026-04-16,"Refined White Sugar",17.34,kg,"Baking Production Batch","French Baguette"
2026-04-16,"Salted Butter",9.39,kg,"Baking Production Batch","Classic Pandesal"
2026-04-16,"Fresh Eggs",46.25,pcs,"Baking Production Batch","French Baguette"
2026-04-16,"Whole Milk",7.62,L,"Baking Production Batch","Butter Croissants"
2026-04-16,"Instant Dry Yeast",1.78,kg,"Baking Production Batch","Brioche Buns"
2026-04-16,"Iodized Salt",2.25,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-16,"Pure Vanilla Extract",0.53,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-16,"Cocoa Powder",3.19,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-17,"Bread Flour",31.29,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-17,"All-Purpose Flour",22.69,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-17,"Refined White Sugar",15.13,kg,"Baking Production Batch","Brioche Buns"
2026-04-17,"Salted Butter",11.41,kg,"Baking Production Batch","Brioche Buns"
2026-04-17,"Fresh Eggs",41.05,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-17,"Whole Milk",8.91,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-17,"Instant Dry Yeast",2.01,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-17,"Iodized Salt",2.42,kg,"Baking Production Batch","Brioche Buns"
2026-04-17,"Pure Vanilla Extract",0.55,L,"Baking Production Batch","French Baguette"
2026-04-17,"Cocoa Powder",3.67,kg,"Baking Production Batch","Classic Pandesal"
2026-04-18,"Bread Flour",36.56,kg,"Baking Production Batch","Butter Croissants"
2026-04-18,"All-Purpose Flour",32.1,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-18,"Refined White Sugar",22.14,kg,"Baking Production Batch","Butter Croissants"
2026-04-18,"Salted Butter",12.99,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-18,"Fresh Eggs",57.88,pcs,"Baking Production Batch","Ensaymada Especial"
2026-04-18,"Whole Milk",10.85,L,"Baking Production Batch","French Baguette"
2026-04-18,"Instant Dry Yeast",2.84,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-18,"Iodized Salt",3.4,kg,"Baking Production Batch","Classic Pandesal"
2026-04-18,"Pure Vanilla Extract",0.74,L,"Baking Production Batch","Butter Croissants"
2026-04-18,"Cocoa Powder",4.86,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-19,"Bread Flour",39.42,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-19,"All-Purpose Flour",28.59,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-19,"Refined White Sugar",23.94,kg,"Baking Production Batch","Brioche Buns"
2026-04-19,"Salted Butter",12.59,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-19,"Fresh Eggs",64.63,pcs,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-19,"Whole Milk",13.17,L,"Baking Production Batch","Classic Pandesal"
2026-04-19,"Instant Dry Yeast",2.22,kg,"Baking Production Batch","Brioche Buns"
2026-04-19,"Iodized Salt",3.22,kg,"Baking Production Batch","Brioche Buns"
2026-04-19,"Pure Vanilla Extract",0.86,L,"Baking Production Batch","Classic Pandesal"
2026-04-19,"Cocoa Powder",5.52,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-20,"Bread Flour",27.74,kg,"Baking Production Batch","French Baguette"
2026-04-20,"All-Purpose Flour",23.82,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-20,"Refined White Sugar",18.06,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-20,"Salted Butter",11.03,kg,"Baking Production Batch","Brioche Buns"
2026-04-20,"Fresh Eggs",42.79,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-20,"Whole Milk",9.23,L,"Baking Production Batch","Butter Croissants"
2026-04-20,"Instant Dry Yeast",1.91,kg,"Baking Production Batch","Butter Croissants"
2026-04-20,"Iodized Salt",2.27,kg,"Baking Production Batch","Brioche Buns"
2026-04-20,"Pure Vanilla Extract",0.67,L,"Baking Production Batch","Butter Croissants"
2026-04-20,"Cocoa Powder",3.43,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-21,"Bread Flour",25.29,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-21,"All-Purpose Flour",24.67,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-21,"Refined White Sugar",17.99,kg,"Baking Production Batch","Butter Croissants"
2026-04-21,"Salted Butter",11.38,kg,"Baking Production Batch","French Baguette"
2026-04-21,"Fresh Eggs",50.37,pcs,"Baking Production Batch","Ensaymada Especial"
2026-04-21,"Whole Milk",7.5,L,"Baking Production Batch","French Baguette"
2026-04-21,"Instant Dry Yeast",2.03,kg,"Baking Production Batch","Butter Croissants"
2026-04-21,"Iodized Salt",2.08,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-21,"Pure Vanilla Extract",0.65,L,"Baking Production Batch","Classic Pandesal"
2026-04-21,"Cocoa Powder",3.62,kg,"Baking Production Batch","Classic Pandesal"
2026-04-22,"Bread Flour",28.95,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-22,"All-Purpose Flour",23.75,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-22,"Refined White Sugar",14.86,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-22,"Salted Butter",10.04,kg,"Baking Production Batch","French Baguette"
2026-04-22,"Fresh Eggs",44.2,pcs,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-22,"Whole Milk",9.42,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-22,"Instant Dry Yeast",1.62,kg,"Baking Production Batch","French Baguette"
2026-04-22,"Iodized Salt",2.05,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-22,"Pure Vanilla Extract",0.55,L,"Baking Production Batch","French Baguette"
2026-04-22,"Cocoa Powder",3.46,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-23,"Bread Flour",31.46,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-23,"All-Purpose Flour",23.74,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-23,"Refined White Sugar",16.05,kg,"Baking Production Batch","Brioche Buns"
2026-04-23,"Salted Butter",9.71,kg,"Baking Production Batch","French Baguette"
2026-04-23,"Fresh Eggs",49.31,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-23,"Whole Milk",8.12,L,"Baking Production Batch","Ensaymada Especial"
2026-04-23,"Instant Dry Yeast",2,kg,"Baking Production Batch","Brioche Buns"
2026-04-23,"Iodized Salt",2,kg,"Baking Production Batch","French Baguette"
2026-04-23,"Pure Vanilla Extract",0.53,L,"Baking Production Batch","Ensaymada Especial"
2026-04-23,"Cocoa Powder",3.64,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-24,"Bread Flour",25.5,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-24,"All-Purpose Flour",20.23,kg,"Baking Production Batch","Brioche Buns"
2026-04-24,"Refined White Sugar",17.96,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-24,"Salted Butter",10.65,kg,"Baking Production Batch","French Baguette"
2026-04-24,"Fresh Eggs",40.95,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-24,"Whole Milk",8.11,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-24,"Instant Dry Yeast",1.63,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-24,"Iodized Salt",2.15,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-24,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Classic Pandesal"
2026-04-24,"Cocoa Powder",3.17,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-25,"Bread Flour",39.33,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-25,"All-Purpose Flour",29.88,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-25,"Refined White Sugar",24.5,kg,"Baking Production Batch","French Baguette"
2026-04-25,"Salted Butter",15.18,kg,"Baking Production Batch","Brioche Buns"
2026-04-25,"Fresh Eggs",66.38,pcs,"Baking Production Batch","Brioche Buns"
2026-04-25,"Whole Milk",13.02,L,"Baking Production Batch","Ensaymada Especial"
2026-04-25,"Instant Dry Yeast",2.35,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-25,"Iodized Salt",2.78,kg,"Baking Production Batch","Brioche Buns"
2026-04-25,"Pure Vanilla Extract",0.95,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-25,"Cocoa Powder",4.97,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-26,"Bread Flour",40.96,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-26,"All-Purpose Flour",31.11,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-26,"Refined White Sugar",25.13,kg,"Baking Production Batch","Classic Pandesal"
2026-04-26,"Salted Butter",14.36,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-26,"Fresh Eggs",57.89,pcs,"Baking Production Batch","Brioche Buns"
2026-04-26,"Whole Milk",10.47,L,"Baking Production Batch","Brioche Buns"
2026-04-26,"Instant Dry Yeast",2.74,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-26,"Iodized Salt",2.8,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-26,"Pure Vanilla Extract",0.86,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-26,"Cocoa Powder",4.96,kg,"Baking Production Batch","Butter Croissants"
2026-04-27,"Bread Flour",29.55,kg,"Baking Production Batch","Butter Croissants"
2026-04-27,"All-Purpose Flour",19.4,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-27,"Refined White Sugar",15.86,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-27,"Salted Butter",11.11,kg,"Baking Production Batch","French Baguette"
2026-04-27,"Fresh Eggs",40.08,pcs,"Baking Production Batch","Classic Pandesal"
2026-04-27,"Whole Milk",8.46,L,"Baking Production Batch","French Baguette"
2026-04-27,"Instant Dry Yeast",1.8,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-27,"Iodized Salt",2.37,kg,"Baking Production Batch","Butter Croissants"
2026-04-27,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Butter Croissants"
2026-04-27,"Cocoa Powder",3.49,kg,"Baking Production Batch","Brioche Buns"
2026-04-28,"Bread Flour",30.69,kg,"Baking Production Batch","French Baguette"
2026-04-28,"All-Purpose Flour",21.63,kg,"Baking Production Batch","French Baguette"
2026-04-28,"Refined White Sugar",16.68,kg,"Baking Production Batch","French Baguette"
2026-04-28,"Salted Butter",10.2,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-28,"Fresh Eggs",50.26,pcs,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-28,"Whole Milk",8.52,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-28,"Instant Dry Yeast",1.83,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-28,"Iodized Salt",2.31,kg,"Baking Production Batch","Classic Pandesal"
2026-04-28,"Pure Vanilla Extract",0.66,L,"Baking Production Batch","Classic Pandesal"
2026-04-28,"Cocoa Powder",3.15,kg,"Baking Production Batch","Brioche Buns"
2026-04-29,"Bread Flour",25.17,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-29,"All-Purpose Flour",23.86,kg,"Baking Production Batch","French Baguette"
2026-04-29,"Refined White Sugar",15.43,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-29,"Salted Butter",9.77,kg,"Baking Production Batch","Brioche Buns"
2026-04-29,"Fresh Eggs",40.39,pcs,"Baking Production Batch","Ensaymada Especial"
2026-04-29,"Whole Milk",8.12,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-29,"Instant Dry Yeast",1.6,kg,"Baking Production Batch","Butter Croissants"
2026-04-29,"Iodized Salt",2.23,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-29,"Pure Vanilla Extract",0.6,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-04-29,"Cocoa Powder",3.2,kg,"Baking Production Batch","French Baguette"
2026-04-30,"Bread Flour",31.8,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-04-30,"All-Purpose Flour",19.45,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-30,"Refined White Sugar",17.09,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-30,"Salted Butter",10.76,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-30,"Fresh Eggs",43.47,pcs,"Baking Production Batch","Brioche Buns"
2026-04-30,"Whole Milk",8.3,L,"Baking Production Batch","French Baguette"
2026-04-30,"Instant Dry Yeast",1.91,kg,"Baking Production Batch","Ensaymada Especial"
2026-04-30,"Iodized Salt",2.34,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-04-30,"Pure Vanilla Extract",0.56,L,"Baking Production Batch","French Baguette"
2026-04-30,"Cocoa Powder",3.52,kg,"Baking Production Batch","Brioche Buns"
2026-05-01,"Bread Flour",27.26,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-01,"All-Purpose Flour",23.49,kg,"Baking Production Batch","French Baguette"
2026-05-01,"Refined White Sugar",17.2,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-01,"Salted Butter",11.45,kg,"Baking Production Batch","French Baguette"
2026-05-01,"Fresh Eggs",48.29,pcs,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-01,"Whole Milk",8.47,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-01,"Instant Dry Yeast",1.69,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-01,"Iodized Salt",2.02,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-01,"Pure Vanilla Extract",0.61,L,"Baking Production Batch","Ensaymada Especial"
2026-05-01,"Cocoa Powder",3.3,kg,"Baking Production Batch","Butter Croissants"
