usage_date,raw_material_name,consumed_quantity,unit,activity_type,finished_product_name
2026-04-10,"Honey",351.67,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-10,"Loaf Bread",6.61,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-10,"Onion",276.24,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-10,"Oyster Sauce",104.81,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-10,"Peanuts",2308.26,g,"Production Batch Processing","Biscocho Chips"
2026-04-10,"Pork",1005.07,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-10,"Pork Skin",1797.91,g,"Production Batch Processing","Binayong Hipon"
2026-04-10,"Raw Bananas",2616.54,g,"Production Batch Processing","Crispy Bucheron"
2026-04-10,"Salt",210.61,g,"Production Batch Processing","Salted Banana Chips"
2026-04-10,"Sea Salt",96.73,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-10,"Sesame Oil",72.28,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-10,"Small Shrimp",2626.33,g,"Production Batch Processing","Biscocho Chips"
2026-04-10,"Soy Sauce",176.83,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-10,"Spring Onion",112.08,g,"Production Batch Processing","Binayong Hipon"
2026-04-10,"Sugar",410.55,g,"Production Batch Processing","Crispy Bucheron"
2026-04-10,"Turmeric Powder",54.81,g,"Production Batch Processing","Salted Banana Chips"
2026-04-10,"Water",32.86,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-11,"Bell Pepper",175.51,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-11,"Butter/Margarine",612.49,g,"Production Batch Processing","Binayong Hipon"
2026-04-11,"Cabbage",427.38,g,"Production Batch Processing","Crispy Bucheron"
2026-04-11,"Carrots",284.54,g,"Production Batch Processing","Salted Banana Chips"
2026-04-11,"Chicken",1171.88,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-11,"Chiton",2269.83,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-11,"Cooking Oil",16.43,L,"Production Batch Processing","Biscocho Chips"
2026-04-11,"Garlic",236.77,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-11,"Ground Pepper",57.93,g,"Production Batch Processing","Binayong Hipon"
2026-04-11,"Honey",527.56,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-11,"Loaf Bread",8.68,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-11,"Onion",369.37,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-11,"Oyster Sauce",153.66,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-11,"Peanuts",3145.09,g,"Production Batch Processing","Biscocho Chips"
2026-04-11,"Pork",1143.27,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-11,"Pork Skin",2517.44,g,"Production Batch Processing","Binayong Hipon"
2026-04-11,"Raw Bananas",3452.67,g,"Production Batch Processing","Crispy Bucheron"
2026-04-11,"Salt",260.92,g,"Production Batch Processing","Salted Banana Chips"
2026-04-11,"Sea Salt",121.95,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-11,"Sesame Oil",96.86,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-11,"Small Shrimp",3115.65,g,"Production Batch Processing","Biscocho Chips"
2026-04-11,"Soy Sauce",220.54,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-11,"Spring Onion",160.79,g,"Production Batch Processing","Binayong Hipon"
2026-04-11,"Sugar",634.39,g,"Production Batch Processing","Crispy Bucheron"
2026-04-11,"Turmeric Powder",72.72,g,"Production Batch Processing","Salted Banana Chips"
2026-04-11,"Water",42.25,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-12,"Bell Pepper",175.31,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-12,"Butter/Margarine",677.25,g,"Production Batch Processing","Binayong Hipon"
2026-04-12,"Cabbage",427.79,g,"Production Batch Processing","Crispy Bucheron"
2026-04-12,"Carrots",262.42,g,"Production Batch Processing","Salted Banana Chips"
2026-04-12,"Chicken",1424.12,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-12,"Chiton",2177.89,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-12,"Cooking Oil",16.86,L,"Production Batch Processing","Biscocho Chips"
2026-04-12,"Garlic",229.83,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-12,"Ground Pepper",55.79,g,"Production Batch Processing","Binayong Hipon"
2026-04-12,"Honey",479.91,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-12,"Loaf Bread",7.69,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-12,"Onion",399.96,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-12,"Oyster Sauce",157.52,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-12,"Peanuts",3055.88,g,"Production Batch Processing","Biscocho Chips"
2026-04-12,"Pork",1318.27,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-12,"Pork Skin",2552.07,g,"Production Batch Processing","Binayong Hipon"
2026-04-12,"Raw Bananas",3132.6,g,"Production Batch Processing","Crispy Bucheron"
2026-04-12,"Salt",240.48,g,"Production Batch Processing","Salted Banana Chips"
2026-04-12,"Sea Salt",113.23,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-12,"Sesame Oil",88.41,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-12,"Small Shrimp",3152.21,g,"Production Batch Processing","Biscocho Chips"
2026-04-12,"Soy Sauce",232.34,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-12,"Spring Onion",158.96,g,"Production Batch Processing","Binayong Hipon"
2026-04-12,"Sugar",585.97,g,"Production Batch Processing","Crispy Bucheron"
2026-04-12,"Turmeric Powder",72.12,g,"Production Batch Processing","Salted Banana Chips"
2026-04-12,"Water",48.02,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-13,"Bell Pepper",122.56,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-13,"Butter/Margarine",463.84,g,"Production Batch Processing","Binayong Hipon"
2026-04-13,"Cabbage",277.36,g,"Production Batch Processing","Crispy Bucheron"
2026-04-13,"Carrots",241.97,g,"Production Batch Processing","Salted Banana Chips"
2026-04-13,"Chicken",941.97,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-13,"Chiton",1613.36,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-13,"Cooking Oil",12.38,L,"Production Batch Processing","Biscocho Chips"
2026-04-13,"Garlic",184.92,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-13,"Ground Pepper",39.84,g,"Production Batch Processing","Binayong Hipon"
2026-04-13,"Honey",387.59,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-13,"Loaf Bread",5.6,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-13,"Onion",301.45,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-13,"Oyster Sauce",112.27,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-13,"Peanuts",2272.85,g,"Production Batch Processing","Biscocho Chips"
2026-04-13,"Pork",924.76,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-13,"Pork Skin",1837.5,g,"Production Batch Processing","Binayong Hipon"
2026-04-13,"Raw Bananas",2643.25,g,"Production Batch Processing","Crispy Bucheron"
2026-04-13,"Salt",186.14,g,"Production Batch Processing","Salted Banana Chips"
2026-04-13,"Sea Salt",97.99,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-13,"Sesame Oil",70.38,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-13,"Small Shrimp",2598.93,g,"Production Batch Processing","Biscocho Chips"
2026-04-13,"Soy Sauce",140.96,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-13,"Spring Onion",106.92,g,"Production Batch Processing","Binayong Hipon"
2026-04-13,"Sugar",451.72,g,"Production Batch Processing","Crispy Bucheron"
2026-04-13,"Turmeric Powder",58.17,g,"Production Batch Processing","Salted Banana Chips"
2026-04-13,"Water",38.62,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-14,"Bell Pepper",133.69,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-14,"Butter/Margarine",503.81,g,"Production Batch Processing","Binayong Hipon"
2026-04-14,"Cabbage",272.73,g,"Production Batch Processing","Crispy Bucheron"
2026-04-14,"Carrots",202.76,g,"Production Batch Processing","Salted Banana Chips"
2026-04-14,"Chicken",899.07,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-14,"Chiton",1843.7,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-14,"Cooking Oil",11.19,L,"Production Batch Processing","Biscocho Chips"
2026-04-14,"Garlic",159.1,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-14,"Ground Pepper",40.25,g,"Production Batch Processing","Binayong Hipon"
2026-04-14,"Honey",317.86,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-14,"Loaf Bread",5.9,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-14,"Onion",274.09,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-14,"Oyster Sauce",100.43,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-14,"Peanuts",2061.53,g,"Production Batch Processing","Biscocho Chips"
2026-04-14,"Pork",879.7,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-14,"Pork Skin",1661.07,g,"Production Batch Processing","Binayong Hipon"
2026-04-14,"Raw Bananas",2441.91,g,"Production Batch Processing","Crispy Bucheron"
2026-04-14,"Salt",210.96,g,"Production Batch Processing","Salted Banana Chips"
2026-04-14,"Sea Salt",88.79,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-14,"Sesame Oil",71.83,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-14,"Small Shrimp",2272.85,g,"Production Batch Processing","Biscocho Chips"
2026-04-14,"Soy Sauce",176.41,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-14,"Spring Onion",101.99,g,"Production Batch Processing","Binayong Hipon"
2026-04-14,"Sugar",425.2,g,"Production Batch Processing","Crispy Bucheron"
2026-04-14,"Turmeric Powder",58.29,g,"Production Batch Processing","Salted Banana Chips"
2026-04-14,"Water",34.25,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-15,"Bell Pepper",109.8,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-15,"Butter/Margarine",464.49,g,"Production Batch Processing","Binayong Hipon"
2026-04-15,"Cabbage",333.53,g,"Production Batch Processing","Crispy Bucheron"
2026-04-15,"Carrots",239.16,g,"Production Batch Processing","Salted Banana Chips"
2026-04-15,"Chicken",924.5,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-15,"Chiton",1692.05,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-15,"Cooking Oil",13.17,L,"Production Batch Processing","Biscocho Chips"
2026-04-15,"Garlic",166.34,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-15,"Ground Pepper",42.34,g,"Production Batch Processing","Binayong Hipon"
2026-04-15,"Honey",344.34,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-15,"Loaf Bread",6.28,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-15,"Onion",311.46,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-15,"Oyster Sauce",102.97,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-15,"Peanuts",2285.15,g,"Production Batch Processing","Biscocho Chips"
2026-04-15,"Pork",981.75,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-15,"Pork Skin",1701.05,g,"Production Batch Processing","Binayong Hipon"
2026-04-15,"Raw Bananas",2500.51,g,"Production Batch Processing","Crispy Bucheron"
2026-04-15,"Salt",174.09,g,"Production Batch Processing","Salted Banana Chips"
2026-04-15,"Sea Salt",104.83,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-15,"Sesame Oil",60.72,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-15,"Small Shrimp",2156.15,g,"Production Batch Processing","Biscocho Chips"
2026-04-15,"Soy Sauce",145.36,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-15,"Spring Onion",120.09,g,"Production Batch Processing","Binayong Hipon"
2026-04-15,"Sugar",455.15,g,"Production Batch Processing","Crispy Bucheron"
2026-04-15,"Turmeric Powder",51.21,g,"Production Batch Processing","Salted Banana Chips"
2026-04-15,"Water",38.65,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-16,"Bell Pepper",129.12,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-16,"Butter/Margarine",453.55,g,"Production Batch Processing","Binayong Hipon"
2026-04-16,"Cabbage",294.78,g,"Production Batch Processing","Crispy Bucheron"
2026-04-16,"Carrots",229.76,g,"Production Batch Processing","Salted Banana Chips"
2026-04-16,"Chicken",933.94,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-16,"Chiton",1491.09,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-16,"Cooking Oil",12.67,L,"Production Batch Processing","Biscocho Chips"
2026-04-16,"Garlic",186.12,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-16,"Ground Pepper",43.27,g,"Production Batch Processing","Binayong Hipon"
2026-04-16,"Honey",360.76,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-16,"Loaf Bread",6.36,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-16,"Onion",247.06,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-16,"Oyster Sauce",112.43,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-16,"Peanuts",2092.29,g,"Production Batch Processing","Biscocho Chips"
2026-04-16,"Pork",892.72,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-16,"Pork Skin",1675.02,g,"Production Batch Processing","Binayong Hipon"
2026-04-16,"Raw Bananas",2308.01,g,"Production Batch Processing","Crispy Bucheron"
2026-04-16,"Salt",194.61,g,"Production Batch Processing","Salted Banana Chips"
2026-04-16,"Sea Salt",86.65,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-16,"Sesame Oil",62.75,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-16,"Small Shrimp",2211.69,g,"Production Batch Processing","Biscocho Chips"
2026-04-16,"Soy Sauce",144.63,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-16,"Spring Onion",101.52,g,"Production Batch Processing","Binayong Hipon"
2026-04-16,"Sugar",399.35,g,"Production Batch Processing","Crispy Bucheron"
2026-04-16,"Turmeric Powder",52.9,g,"Production Batch Processing","Salted Banana Chips"
2026-04-16,"Water",31.39,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-17,"Bell Pepper",114.14,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-17,"Butter/Margarine",458.14,g,"Production Batch Processing","Binayong Hipon"
2026-04-17,"Cabbage",267.63,g,"Production Batch Processing","Crispy Bucheron"
2026-04-17,"Carrots",235.52,g,"Production Batch Processing","Salted Banana Chips"
2026-04-17,"Chicken",936.14,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-17,"Chiton",1551.54,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-17,"Cooking Oil",12.74,L,"Production Batch Processing","Biscocho Chips"
2026-04-17,"Garlic",171.17,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-17,"Ground Pepper",45.95,g,"Production Batch Processing","Binayong Hipon"
2026-04-17,"Honey",376.94,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-17,"Loaf Bread",6.25,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-17,"Onion",262.99,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-17,"Oyster Sauce",106.26,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-17,"Peanuts",2272.18,g,"Production Batch Processing","Biscocho Chips"
2026-04-17,"Pork",881.84,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-17,"Pork Skin",1911.85,g,"Production Batch Processing","Binayong Hipon"
2026-04-17,"Raw Bananas",2467.37,g,"Production Batch Processing","Crispy Bucheron"
2026-04-17,"Salt",211.8,g,"Production Batch Processing","Salted Banana Chips"
2026-04-17,"Sea Salt",88.28,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-17,"Sesame Oil",70.21,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-17,"Small Shrimp",2451.25,g,"Production Batch Processing","Biscocho Chips"
2026-04-17,"Soy Sauce",158.88,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-17,"Spring Onion",116.55,g,"Production Batch Processing","Binayong Hipon"
2026-04-17,"Sugar",466.01,g,"Production Batch Processing","Crispy Bucheron"
2026-04-17,"Turmeric Powder",51.85,g,"Production Batch Processing","Salted Banana Chips"
2026-04-17,"Water",32.14,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-18,"Bell Pepper",155.69,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-18,"Butter/Margarine",609.01,g,"Production Batch Processing","Binayong Hipon"
2026-04-18,"Cabbage",433.67,g,"Production Batch Processing","Crispy Bucheron"
2026-04-18,"Carrots",324.36,g,"Production Batch Processing","Salted Banana Chips"
2026-04-18,"Chicken",1383.64,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-18,"Chiton",2163.28,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-18,"Cooking Oil",17.76,L,"Production Batch Processing","Biscocho Chips"
2026-04-18,"Garlic",230.71,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-18,"Ground Pepper",66.64,g,"Production Batch Processing","Binayong Hipon"
2026-04-18,"Honey",529.06,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-18,"Loaf Bread",7.54,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-18,"Onion",349.46,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-18,"Oyster Sauce",150.45,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-18,"Peanuts",2812.05,g,"Production Batch Processing","Biscocho Chips"
2026-04-18,"Pork",1293.48,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-18,"Pork Skin",2426.28,g,"Production Batch Processing","Binayong Hipon"
2026-04-18,"Raw Bananas",3138.29,g,"Production Batch Processing","Crispy Bucheron"
2026-04-18,"Salt",255.47,g,"Production Batch Processing","Salted Banana Chips"
2026-04-18,"Sea Salt",119.84,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-18,"Sesame Oil",83.8,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-18,"Small Shrimp",3284.06,g,"Production Batch Processing","Biscocho Chips"
2026-04-18,"Soy Sauce",197.47,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-18,"Spring Onion",144.91,g,"Production Batch Processing","Binayong Hipon"
2026-04-18,"Sugar",596.87,g,"Production Batch Processing","Crispy Bucheron"
2026-04-18,"Turmeric Powder",70.89,g,"Production Batch Processing","Salted Banana Chips"
2026-04-18,"Water",49.33,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-19,"Bell Pepper",149.61,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-19,"Butter/Margarine",601.11,g,"Production Batch Processing","Binayong Hipon"
2026-04-19,"Cabbage",415.38,g,"Production Batch Processing","Crispy Bucheron"
2026-04-19,"Carrots",309.24,g,"Production Batch Processing","Salted Banana Chips"
2026-04-19,"Chicken",1207.41,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-19,"Chiton",1980.44,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-19,"Cooking Oil",15.67,L,"Production Batch Processing","Biscocho Chips"
2026-04-19,"Garlic",243.87,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-19,"Ground Pepper",62.03,g,"Production Batch Processing","Binayong Hipon"
2026-04-19,"Honey",428.51,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-19,"Loaf Bread",8.26,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-19,"Onion",413.7,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-19,"Oyster Sauce",164.3,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-19,"Peanuts",3092.17,g,"Production Batch Processing","Biscocho Chips"
2026-04-19,"Pork",1322.94,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-19,"Pork Skin",2459.86,g,"Production Batch Processing","Binayong Hipon"
2026-04-19,"Raw Bananas",3909.47,g,"Production Batch Processing","Crispy Bucheron"
2026-04-19,"Salt",227.8,g,"Production Batch Processing","Salted Banana Chips"
2026-04-19,"Sea Salt",142.26,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-19,"Sesame Oil",90.74,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-19,"Small Shrimp",3311.2,g,"Production Batch Processing","Biscocho Chips"
2026-04-19,"Soy Sauce",203.1,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-19,"Spring Onion",159.49,g,"Production Batch Processing","Binayong Hipon"
2026-04-19,"Sugar",605.04,g,"Production Batch Processing","Crispy Bucheron"
2026-04-19,"Turmeric Powder",76.12,g,"Production Batch Processing","Salted Banana Chips"
2026-04-19,"Water",49.65,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-20,"Bell Pepper",116.92,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-20,"Butter/Margarine",493.73,g,"Production Batch Processing","Binayong Hipon"
2026-04-20,"Cabbage",318.08,g,"Production Batch Processing","Crispy Bucheron"
2026-04-20,"Carrots",236.85,g,"Production Batch Processing","Salted Banana Chips"
2026-04-20,"Chicken",1032.07,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-20,"Chiton",1818.49,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-20,"Cooking Oil",11.35,L,"Production Batch Processing","Biscocho Chips"
2026-04-20,"Garlic",160.08,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-20,"Ground Pepper",44.04,g,"Production Batch Processing","Binayong Hipon"
2026-04-20,"Honey",320.52,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-20,"Loaf Bread",6.02,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-20,"Onion",262.01,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-20,"Oyster Sauce",96.83,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-20,"Peanuts",2138.23,g,"Production Batch Processing","Biscocho Chips"
2026-04-20,"Pork",866.94,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-20,"Pork Skin",1933.92,g,"Production Batch Processing","Binayong Hipon"
2026-04-20,"Raw Bananas",2512.88,g,"Production Batch Processing","Crispy Bucheron"
2026-04-20,"Salt",180.25,g,"Production Batch Processing","Salted Banana Chips"
2026-04-20,"Sea Salt",102.96,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-20,"Sesame Oil",63.77,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-20,"Small Shrimp",2283.21,g,"Production Batch Processing","Biscocho Chips"
2026-04-20,"Soy Sauce",176.7,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-20,"Spring Onion",110.07,g,"Production Batch Processing","Binayong Hipon"
2026-04-20,"Sugar",408.34,g,"Production Batch Processing","Crispy Bucheron"
2026-04-20,"Turmeric Powder",56.7,g,"Production Batch Processing","Salted Banana Chips"
2026-04-20,"Water",33.08,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-21,"Bell Pepper",109.44,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-21,"Butter/Margarine",478.13,g,"Production Batch Processing","Binayong Hipon"
2026-04-21,"Cabbage",275.07,g,"Production Batch Processing","Crispy Bucheron"
2026-04-21,"Carrots",217.61,g,"Production Batch Processing","Salted Banana Chips"
2026-04-21,"Chicken",1022,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-21,"Chiton",1665.37,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-21,"Cooking Oil",11.91,L,"Production Batch Processing","Biscocho Chips"
2026-04-21,"Garlic",200.54,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-21,"Ground Pepper",41.65,g,"Production Batch Processing","Binayong Hipon"
2026-04-21,"Honey",363.68,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-21,"Loaf Bread",5.61,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-21,"Onion",275.9,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-21,"Oyster Sauce",111.45,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-21,"Peanuts",2191.54,g,"Production Batch Processing","Biscocho Chips"
2026-04-21,"Pork",890.85,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-21,"Pork Skin",1925.47,g,"Production Batch Processing","Binayong Hipon"
2026-04-21,"Raw Bananas",2583.89,g,"Production Batch Processing","Crispy Bucheron"
2026-04-21,"Salt",191.48,g,"Production Batch Processing","Salted Banana Chips"
2026-04-21,"Sea Salt",98.23,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-21,"Sesame Oil",65.13,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-21,"Small Shrimp",2178.65,g,"Production Batch Processing","Biscocho Chips"
2026-04-21,"Soy Sauce",149.28,ml,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-21,"Spring Onion",117.02,g,"Production Batch Processing","Binayong Hipon"
2026-04-21,"Sugar",371.62,g,"Production Batch Processing","Crispy Bucheron"
2026-04-21,"Turmeric Powder",55.21,g,"Production Batch Processing","Salted Banana Chips"
2026-04-21,"Water",31.75,L,"Production Batch Processing","Creamy Peanut Butter"
2026-04-22,"Bell Pepper",110.44,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-22,"Butter/Margarine",397.93,g,"Production Batch Processing","Binayong Hipon"
2026-04-22,"Cabbage",318.02,g,"Production Batch Processing","Crispy Bucheron"
2026-04-22,"Carrots",207,g,"Production Batch Processing","Salted Banana Chips"
2026-04-22,"Chicken",1055.61,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-22,"Chiton",1623.41,g,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-22,"Cooking Oil",13.07,L,"Production Batch Processing","Biscocho Chips"
2026-04-22,"Garlic",183.32,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-22,"Ground Pepper",47.89,g,"Production Batch Processing","Binayong Hipon"
2026-04-22,"Honey",383.54,ml,"Production Batch Processing","Crispy Bucheron"
2026-04-22,"Loaf Bread",6.07,pcs,"Production Batch Processing","Salted Banana Chips"
2026-04-22,"Onion",258.23,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-22,"Oyster Sauce",102.63,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-22,"Peanuts",2344.58,g,"Production Batch Processing","Biscocho Chips"
2026-04-22,"Pork",860.6,g,"Production Batch Processing","Kibets (Crispy Chiton)"
2026-04-22,"Pork Skin",1681.69,g,"Production Batch Processing","Binayong Hipon"
2026-04-22,"Raw Bananas",2497.22,g,"Production Batch Processing","Crispy Bucheron"
2026-04-22,"Salt",183.82,g,"Production Batch Processing","Salted Banana Chips"
2026-04-22,"Sea Salt",86.16,g,"Production Batch Processing","Creamy Peanut Butter"
2026-04-22,"Sesame Oil",70.92,ml,"Production Batch Processing","Crunchy Peanut Butter"
2026-04-22,"Small Shrimp",2340.91,g,"Production Batch Processing","Biscocho Chips"
