receipt_date,item_code,material_name,received_quantity,unit,supplier_name
2026-02-06,RM-014,"Salted Creamery Butter",253,kg,"Approved Industrial Supplier"
2026-02-15,RM-014,"Salted Creamery Butter",278,kg,"Approved Industrial Supplier"
2026-02-24,RM-014,"Salted Creamery Butter",282,kg,"Approved Industrial Supplier"
2026-03-05,RM-014,"Salted Creamery Butter",280,kg,"Approved Industrial Supplier"
2026-03-14,RM-014,"Salted Creamery Butter",245,kg,"Approved Industrial Supplier"
2026-03-23,RM-014,"Salted Creamery Butter",265,kg,"Approved Industrial Supplier"
2026-04-01,RM-014,"Salted Creamery Butter",245,kg,"Approved Industrial Supplier"
2026-04-10,RM-014,"Salted Creamery Butter",249,kg,"Approved Industrial Supplier"
2026-04-19,RM-014,"Salted Creamery Butter",277,kg,"Approved Industrial Supplier"
2026-04-28,RM-014,"Salted Creamery Butter",266,kg,"Approved Industrial Supplier"
2026-05-07,RM-014,"Salted Creamery Butter",270,kg,"Approved Industrial Supplier"
2026-05-16,RM-014,"Salted Creamery Butter",258,kg,"Approved Industrial Supplier"
2026-05-25,RM-014,"Salted Creamery Butter",275,kg,"Approved Industrial Supplier"
2026-06-03,RM-014,"Salted Creamery Butter",242,kg,"Approved Industrial Supplier"
2026-06-12,RM-014,"Salted Creamery Butter",264,kg,"Approved Industrial Supplier"
2026-06-21,RM-014,"Salted Creamery Butter",240,kg,"Approved Industrial Supplier"
2026-06-30,RM-014,"Salted Creamery Butter",244,kg,"Approved Industrial Supplier"
2026-07-09,RM-014,"Salted Creamery Butter",266,kg,"Approved Industrial Supplier"
2026-07-18,RM-014,"Salted Creamery Butter",270,kg,"Approved Industrial Supplier"
2026-07-27,RM-014,"Salted Creamery Butter",279,kg,"Approved Industrial Supplier"
2026-08-05,RM-014,"Salted Creamery Butter",261,kg,"Approved Industrial Supplier"
2026-08-14,RM-014,"Salted Creamery Butter",256,kg,"Approved Industrial Supplier"
2026-08-23,RM-014,"Salted Creamery Butter",268,kg,"Approved Industrial Supplier"
2026-09-01,RM-014,"Salted Creamery Butter",242,kg,"Approved Industrial Supplier"
2026-01-01,RM-015,"Seedless Raisins",79,kg,"Approved Industrial Supplier"
2026-01-11,RM-015,"Seedless Raisins",80,kg,"Approved Industrial Supplier"
2026-01-21,RM-015,"Seedless Raisins",88,kg,"Approved Industrial Supplier"
2026-01-31,RM-015,"Seedless Raisins",82,kg,"Approved Industrial Supplier"
2026-02-10,RM-015,"Seedless Raisins",83,kg,"Approved Industrial Supplier"
2026-02-20,RM-015,"Seedless Raisins",86,kg,"Approved Industrial Supplier"
2026-03-02,RM-015,"Seedless Raisins",79,kg,"Approved Industrial Supplier"
2026-03-12,RM-015,"Seedless Raisins",87,kg,"Approved Industrial Supplier"
2026-03-22,RM-015,"Seedless Raisins",85,kg,"Approved Industrial Supplier"
2026-04-01,RM-015,"Seedless Raisins",80,kg,"Approved Industrial Supplier"
2026-04-11,RM-015,"Seedless Raisins",87,kg,"Approved Industrial Supplier"
2026-04-21,RM-015,"Seedless Raisins",76,kg,"Approved Industrial Supplier"
2026-05-01,RM-015,"Seedless Raisins",76,kg,"Approved Industrial Supplier"
2026-05-11,RM-015,"Seedless Raisins",76,kg,"Approved Industrial Supplier"
2026-05-21,RM-015,"Seedless Raisins",81,kg,"Approved Industrial Supplier"
2026-05-31,RM-015,"Seedless Raisins",77,kg,"Approved Industrial Supplier"
2026-06-10,RM-015,"Seedless Raisins",76,kg,"Approved Industrial Supplier"
2026-06-20,RM-015,"Seedless Raisins",82,kg,"Approved Industrial Supplier"
2026-06-30,RM-015,"Seedless Raisins",77,kg,"Approved Industrial Supplier"
2026-07-10,RM-015,"Seedless Raisins",86,kg,"Approved Industrial Supplier"
2026-07-20,RM-015,"Seedless Raisins",86,kg,"Approved Industrial Supplier"
2026-07-30,RM-015,"Seedless Raisins",81,kg,"Approved Industrial Supplier"
2026-08-09,RM-015,"Seedless Raisins",80,kg,"Approved Industrial Supplier"
2026-08-19,RM-015,"Seedless Raisins",81,kg,"Approved Industrial Supplier"
2026-08-29,RM-015,"Seedless Raisins",79,kg,"Approved Industrial Supplier"
2026-01-01,RM-016,"Vanilla Extract",31,L,"Approved Industrial Supplier"
2026-01-12,RM-016,"Vanilla Extract",30,L,"Approved Industrial Supplier"
2026-01-23,RM-016,"Vanilla Extract",32,L,"Approved Industrial Supplier"
2026-02-03,RM-016,"Vanilla Extract",33,L,"Approved Industrial Supplier"
2026-02-14,RM-016,"Vanilla Extract",31,L,"Approved Industrial Supplier"
2026-02-25,RM-016,"Vanilla Extract",33,L,"Approved Industrial Supplier"
2026-03-08,RM-016,"Vanilla Extract",28,L,"Approved Industrial Supplier"
2026-03-19,RM-016,"Vanilla Extract",32,L,"Approved Industrial Supplier"
2026-03-30,RM-016,"Vanilla Extract",32,L,"Approved Industrial Supplier"
2026-04-10,RM-016,"Vanilla Extract",31,L,"Approved Industrial Supplier"
2026-04-21,RM-016,"Vanilla Extract",30,L,"Approved Industrial Supplier"
2026-05-02,RM-016,"Vanilla Extract",28,L,"Approved Industrial Supplier"
2026-05-13,RM-016,"Vanilla Extract",28,L,"Approved Industrial Supplier"
2026-05-24,RM-016,"Vanilla Extract",31,L,"Approved Industrial Supplier"
2026-06-04,RM-016,"Vanilla Extract",32,L,"Approved Industrial Supplier"
2026-06-15,RM-016,"Vanilla Extract",30,L,"Approved Industrial Supplier"
2026-06-26,RM-016,"Vanilla Extract",30,L,"Approved Industrial Supplier"
2026-07-07,RM-016,"Vanilla Extract",28,L,"Approved Industrial Supplier"
2026-07-18,RM-016,"Vanilla Extract",29,L,"Approved Industrial Supplier"
2026-07-29,RM-016,"Vanilla Extract",28,L,"Approved Industrial Supplier"
2026-08-09,RM-016,"Vanilla Extract",28,L,"Approved Industrial Supplier"
2026-08-20,RM-016,"Vanilla Extract",30,L,"Approved Industrial Supplier"
2026-08-31,RM-016,"Vanilla Extract",30,L,"Approved Industrial Supplier"
2026-01-01,RM-017,"All-Purpose Wheat Flour",501,kg,"Approved Industrial Supplier"
2026-01-13,RM-017,"All-Purpose Wheat Flour",490,kg,"Approved Industrial Supplier"
2026-01-25,RM-017,"All-Purpose Wheat Flour",530,kg,"Approved Industrial Supplier"
2026-02-06,RM-017,"All-Purpose Wheat Flour",519,kg,"Approved Industrial Supplier"
2026-02-18,RM-017,"All-Purpose Wheat Flour",491,kg,"Approved Industrial Supplier"
2026-03-02,RM-017,"All-Purpose Wheat Flour",473,kg,"Approved Industrial Supplier"
2026-03-14,RM-017,"All-Purpose Wheat Flour",531,kg,"Approved Industrial Supplier"
2026-03-26,RM-017,"All-Purpose Wheat Flour",475,kg,"Approved Industrial Supplier"
2026-04-07,RM-017,"All-Purpose Wheat Flour",488,kg,"Approved Industrial Supplier"
2026-04-19,RM-017,"All-Purpose Wheat Flour",481,kg,"Approved Industrial Supplier"
2026-05-01,RM-017,"All-Purpose Wheat Flour",505,kg,"Approved Industrial Supplier"
2026-05-13,RM-017,"All-Purpose Wheat Flour",510,kg,"Approved Industrial Supplier"
2026-05-25,RM-017,"All-Purpose Wheat Flour",528,kg,"Approved Industrial Supplier"
2026-06-06,RM-017,"All-Purpose Wheat Flour",520,kg,"Approved Industrial Supplier"
2026-06-18,RM-017,"All-Purpose Wheat Flour",541,kg,"Approved Industrial Supplier"
2026-06-30,RM-017,"All-Purpose Wheat Flour",522,kg,"Approved Industrial Supplier"
2026-07-12,RM-017,"All-Purpose Wheat Flour",534,kg,"Approved Industrial Supplier"
2026-07-24,RM-017,"All-Purpose Wheat Flour",535,kg,"Approved Industrial Supplier"
2026-08-05,RM-017,"All-Purpose Wheat Flour",499,kg,"Approved Industrial Supplier"
2026-08-17,RM-017,"All-Purpose Wheat Flour",469,kg,"Approved Industrial Supplier"
2026-08-29,RM-017,"All-Purpose Wheat Flour",472,kg,"Approved Industrial Supplier"
2026-01-01,RM-018,"Cornstarch",129,kg,"Approved Industrial Supplier"
2026-01-14,RM-018,"Cornstarch",133,kg,"Approved Industrial Supplier"
2026-01-27,RM-018,"Cornstarch",151,kg,"Approved Industrial Supplier"
2026-02-09,RM-018,"Cornstarch",130,kg,"Approved Industrial Supplier"
2026-02-22,RM-018,"Cornstarch",135,kg,"Approved Industrial Supplier"
2026-03-07,RM-018,"Cornstarch",153,kg,"Approved Industrial Supplier"
2026-03-20,RM-018,"Cornstarch",150,kg,"Approved Industrial Supplier"
2026-04-02,RM-018,"Cornstarch",136,kg,"Approved Industrial Supplier"
2026-04-15,RM-018,"Cornstarch",151,kg,"Approved Industrial Supplier"
2026-04-28,RM-018,"Cornstarch",136,kg,"Approved Industrial Supplier"
2026-05-11,RM-018,"Cornstarch",136,kg,"Approved Industrial Supplier"
2026-05-24,RM-018,"Cornstarch",129,kg,"Approved Industrial Supplier"
2026-06-06,RM-018,"Cornstarch",130,kg,"Approved Industrial Supplier"
2026-06-19,RM-018,"Cornstarch",135,kg,"Approved Industrial Supplier"
2026-07-02,RM-018,"Cornstarch",150,kg,"Approved Industrial Supplier"
2026-07-15,RM-018,"Cornstarch",140,kg,"Approved Industrial Supplier"
2026-07-28,RM-018,"Cornstarch",145,kg,"Approved Industrial Supplier"
2026-08-10,RM-018,"Cornstarch",137,kg,"Approved Industrial Supplier"
2026-08-23,RM-018,"Cornstarch",134,kg,"Approved Industrial Supplier"
2026-01-01,RM-019,"Glutinous Rice (Malagkit for Pinipig)",325,kg,"Approved Industrial Supplier"
2026-01-09,RM-019,"Glutinous Rice (Malagkit for Pinipig)",326,kg,"Approved Industrial Supplier"
2026-01-17,RM-019,"Glutinous Rice (Malagkit for Pinipig)",326,kg,"Approved Industrial Supplier"
2026-01-25,RM-019,"Glutinous Rice (Malagkit for Pinipig)",325,kg,"Approved Industrial Supplier"
2026-02-02,RM-019,"Glutinous Rice (Malagkit for Pinipig)",312,kg,"Approved Industrial Supplier"
2026-02-10,RM-019,"Glutinous Rice (Malagkit for Pinipig)",302,kg,"Approved Industrial Supplier"
2026-02-18,RM-019,"Glutinous Rice (Malagkit for Pinipig)",293,kg,"Approved Industrial Supplier"
2026-02-26,RM-019,"Glutinous Rice (Malagkit for Pinipig)",310,kg,"Approved Industrial Supplier"
2026-03-06,RM-019,"Glutinous Rice (Malagkit for Pinipig)",326,kg,"Approved Industrial Supplier"
2026-03-14,RM-019,"Glutinous Rice (Malagkit for Pinipig)",328,kg,"Approved Industrial Supplier"
2026-03-22,RM-019,"Glutinous Rice (Malagkit for Pinipig)",310,kg,"Approved Industrial Supplier"
2026-03-30,RM-019,"Glutinous Rice (Malagkit for Pinipig)",306,kg,"Approved Industrial Supplier"
2026-04-07,RM-019,"Glutinous Rice (Malagkit for Pinipig)",311,kg,"Approved Industrial Supplier"
2026-04-15,RM-019,"Glutinous Rice (Malagkit for Pinipig)",292,kg,"Approved Industrial Supplier"
2026-04-23,RM-019,"Glutinous Rice (Malagkit for Pinipig)",303,kg,"Approved Industrial Supplier"
2026-05-01,RM-019,"Glutinous Rice (Malagkit for Pinipig)",329,kg,"Approved Industrial Supplier"
2026-05-09,RM-019,"Glutinous Rice (Malagkit for Pinipig)",315,kg,"Approved Industrial Supplier"
2026-05-17,RM-019,"Glutinous Rice (Malagkit for Pinipig)",326,kg,"Approved Industrial Supplier"
2026-05-25,RM-019,"Glutinous Rice (Malagkit for Pinipig)",309,kg,"Approved Industrial Supplier"
2026-06-02,RM-019,"Glutinous Rice (Malagkit for Pinipig)",322,kg,"Approved Industrial Supplier"
2026-06-10,RM-019,"Glutinous Rice (Malagkit for Pinipig)",301,kg,"Approved Industrial Supplier"
2026-06-18,RM-019,"Glutinous Rice (Malagkit for Pinipig)",321,kg,"Approved Industrial Supplier"
2026-06-26,RM-019,"Glutinous Rice (Malagkit for Pinipig)",300,kg,"Approved Industrial Supplier"
2026-07-04,RM-019,"Glutinous Rice (Malagkit for Pinipig)",289,kg,"Approved Industrial Supplier"
2026-07-12,RM-019,"Glutinous Rice (Malagkit for Pinipig)",321,kg,"Approved Industrial Supplier"
2026-07-20,RM-019,"Glutinous Rice (Malagkit for Pinipig)",287,kg,"Approved Industrial Supplier"
2026-07-28,RM-019,"Glutinous Rice (Malagkit for Pinipig)",321,kg,"Approved Industrial Supplier"
2026-08-05,RM-019,"Glutinous Rice (Malagkit for Pinipig)",308,kg,"Approved Industrial Supplier"
2026-08-13,RM-019,"Glutinous Rice (Malagkit for Pinipig)",326,kg,"Approved Industrial Supplier"
2026-08-21,RM-019,"Glutinous Rice (Malagkit for Pinipig)",296,kg,"Approved Industrial Supplier"
2026-08-29,RM-019,"Glutinous Rice (Malagkit for Pinipig)",327,kg,"Approved Industrial Supplier"
2026-01-01,RM-020,"Hard Wheat Bread Flour",552,kg,"Approved Industrial Supplier"
2026-01-10,RM-020,"Hard Wheat Bread Flour",558,kg,"Approved Industrial Supplier"
2026-01-19,RM-020,"Hard Wheat Bread Flour",638,kg,"Approved Industrial Supplier"
2026-01-28,RM-020,"Hard Wheat Bread Flour",568,kg,"Approved Industrial Supplier"
2026-02-06,RM-020,"Hard Wheat Bread Flour",573,kg,"Approved Industrial Supplier"
2026-02-15,RM-020,"Hard Wheat Bread Flour",657,kg,"Approved Industrial Supplier"
2026-02-24,RM-020,"Hard Wheat Bread Flour",653,kg,"Approved Industrial Supplier"
2026-03-05,RM-020,"Hard Wheat Bread Flour",639,kg,"Approved Industrial Supplier"
2026-03-14,RM-020,"Hard Wheat Bread Flour",609,kg,"Approved Industrial Supplier"
2026-03-23,RM-020,"Hard Wheat Bread Flour",593,kg,"Approved Industrial Supplier"
2026-04-01,RM-020,"Hard Wheat Bread Flour",602,kg,"Approved Industrial Supplier"
2026-04-10,RM-020,"Hard Wheat Bread Flour",594,kg,"Approved Industrial Supplier"
2026-04-19,RM-020,"Hard Wheat Bread Flour",610,kg,"Approved Industrial Supplier"
2026-04-28,RM-020,"Hard Wheat Bread Flour",655,kg,"Approved Industrial Supplier"
2026-05-07,RM-020,"Hard Wheat Bread Flour",630,kg,"Approved Industrial Supplier"
2026-05-16,RM-020,"Hard Wheat Bread Flour",603,kg,"Approved Industrial Supplier"
2026-05-25,RM-020,"Hard Wheat Bread Flour",655,kg,"Approved Industrial Supplier"
2026-06-03,RM-020,"Hard Wheat Bread Flour",649,kg,"Approved Industrial Supplier"
2026-06-12,RM-020,"Hard Wheat Bread Flour",595,kg,"Approved Industrial Supplier"
2026-06-21,RM-020,"Hard Wheat Bread Flour",599,kg,"Approved Industrial Supplier"
2026-06-30,RM-020,"Hard Wheat Bread Flour",613,kg,"Approved Industrial Supplier"
2026-07-09,RM-020,"Hard Wheat Bread Flour",581,kg,"Approved Industrial Supplier"
2026-07-18,RM-020,"Hard Wheat Bread Flour",591,kg,"Approved Industrial Supplier"
2026-07-27,RM-020,"Hard Wheat Bread Flour",620,kg,"Approved Industrial Supplier"
2026-08-05,RM-020,"Hard Wheat Bread Flour",643,kg,"Approved Industrial Supplier"
2026-08-14,RM-020,"Hard Wheat Bread Flour",647,kg,"Approved Industrial Supplier"
2026-08-23,RM-020,"Hard Wheat Bread Flour",654,kg,"Approved Industrial Supplier"
2026-09-01,RM-020,"Hard Wheat Bread Flour",561,kg,"Approved Industrial Supplier"
2026-01-01,RM-021,"Purified Water",769,L,"Approved Industrial Supplier"
2026-01-11,RM-021,"Purified Water",800,L,"Approved Industrial Supplier"
2026-01-21,RM-021,"Purified Water",763,L,"Approved Industrial Supplier"
2026-01-31,RM-021,"Purified Water",837,L,"Approved Industrial Supplier"
2026-02-10,RM-021,"Purified Water",784,L,"Approved Industrial Supplier"
2026-02-20,RM-021,"Purified Water",824,L,"Approved Industrial Supplier"
2026-03-02,RM-021,"Purified Water",838,L,"Approved Industrial Supplier"
2026-03-12,RM-021,"Purified Water",836,L,"Approved Industrial Supplier"
2026-03-22,RM-021,"Purified Water",774,L,"Approved Industrial Supplier"
2026-04-01,RM-021,"Purified Water",784,L,"Approved Industrial Supplier"
2026-04-11,RM-021,"Purified Water",818,L,"Approved Industrial Supplier"
2026-04-21,RM-021,"Purified Water",792,L,"Approved Industrial Supplier"
2026-05-01,RM-021,"Purified Water",819,L,"Approved Industrial Supplier"
2026-05-11,RM-021,"Purified Water",820,L,"Approved Industrial Supplier"
2026-05-21,RM-021,"Purified Water",801,L,"Approved Industrial Supplier"
2026-05-31,RM-021,"Purified Water",783,L,"Approved Industrial Supplier"
2026-06-10,RM-021,"Purified Water",813,L,"Approved Industrial Supplier"
2026-06-20,RM-021,"Purified Water",769,L,"Approved Industrial Supplier"
2026-06-30,RM-021,"Purified Water",758,L,"Approved Industrial Supplier"
2026-07-10,RM-021,"Purified Water",879,L,"Approved Industrial Supplier"
2026-07-20,RM-021,"Purified Water",878,L,"Approved Industrial Supplier"
2026-07-30,RM-021,"Purified Water",848,L,"Approved Industrial Supplier"
2026-08-09,RM-021,"Purified Water",815,L,"Approved Industrial Supplier"
2026-08-19,RM-021,"Purified Water",780,L,"Approved Industrial Supplier"
2026-08-29,RM-021,"Purified Water",767,L,"Approved Industrial Supplier"
2026-01-01,RM-022,"Cleaned Chicken Crop (Butse)",170,kg,"Approved Industrial Supplier"
2026-01-12,RM-022,"Cleaned Chicken Crop (Butse)",175,kg,"Approved Industrial Supplier"
2026-01-23,RM-022,"Cleaned Chicken Crop (Butse)",197,kg,"Approved Industrial Supplier"
2026-02-03,RM-022,"Cleaned Chicken Crop (Butse)",176,kg,"Approved Industrial Supplier"
2026-02-14,RM-022,"Cleaned Chicken Crop (Butse)",182,kg,"Approved Industrial Supplier"
2026-02-25,RM-022,"Cleaned Chicken Crop (Butse)",167,kg,"Approved Industrial Supplier"
2026-03-08,RM-022,"Cleaned Chicken Crop (Butse)",186,kg,"Approved Industrial Supplier"
2026-03-19,RM-022,"Cleaned Chicken Crop (Butse)",189,kg,"Approved Industrial Supplier"
2026-03-30,RM-022,"Cleaned Chicken Crop (Butse)",187,kg,"Approved Industrial Supplier"
2026-04-10,RM-022,"Cleaned Chicken Crop (Butse)",184,kg,"Approved Industrial Supplier"
2026-04-21,RM-022,"Cleaned Chicken Crop (Butse)",171,kg,"Approved Industrial Supplier"
2026-05-02,RM-022,"Cleaned Chicken Crop (Butse)",186,kg,"Approved Industrial Supplier"
2026-05-13,RM-022,"Cleaned Chicken Crop (Butse)",190,kg,"Approved Industrial Supplier"
2026-05-24,RM-022,"Cleaned Chicken Crop (Butse)",169,kg,"Approved Industrial Supplier"
2026-06-04,RM-022,"Cleaned Chicken Crop (Butse)",188,kg,"Approved Industrial Supplier"
2026-06-15,RM-022,"Cleaned Chicken Crop (Butse)",169,kg,"Approved Industrial Supplier"
2026-06-26,RM-022,"Cleaned Chicken Crop (Butse)",178,kg,"Approved Industrial Supplier"
2026-07-07,RM-022,"Cleaned Chicken Crop (Butse)",166,kg,"Approved Industrial Supplier"
2026-07-18,RM-022,"Cleaned Chicken Crop (Butse)",180,kg,"Approved Industrial Supplier"
2026-07-29,RM-022,"Cleaned Chicken Crop (Butse)",176,kg,"Approved Industrial Supplier"
2026-08-09,RM-022,"Cleaned Chicken Crop (Butse)",196,kg,"Approved Industrial Supplier"
2026-08-20,RM-022,"Cleaned Chicken Crop (Butse)",175,kg,"Approved Industrial Supplier"
2026-08-31,RM-022,"Cleaned Chicken Crop (Butse)",174,kg,"Approved Industrial Supplier"
2026-01-01,RM-023,"Pork Skin with Back Fat",388,kg,"Approved Industrial Supplier"
2026-01-13,RM-023,"Pork Skin with Back Fat",436,kg,"Approved Industrial Supplier"
2026-01-25,RM-023,"Pork Skin with Back Fat",419,kg,"Approved Industrial Supplier"
2026-02-06,RM-023,"Pork Skin with Back Fat",393,kg,"Approved Industrial Supplier"
2026-02-18,RM-023,"Pork Skin with Back Fat",389,kg,"Approved Industrial Supplier"
2026-03-02,RM-023,"Pork Skin with Back Fat",376,kg,"Approved Industrial Supplier"
2026-03-14,RM-023,"Pork Skin with Back Fat",439,kg,"Approved Industrial Supplier"
2026-03-26,RM-023,"Pork Skin with Back Fat",438,kg,"Approved Industrial Supplier"
2026-04-07,RM-023,"Pork Skin with Back Fat",379,kg,"Approved Industrial Supplier"
2026-04-19,RM-023,"Pork Skin with Back Fat",386,kg,"Approved Industrial Supplier"
2026-05-01,RM-023,"Pork Skin with Back Fat",434,kg,"Approved Industrial Supplier"
2026-05-13,RM-023,"Pork Skin with Back Fat",377,kg,"Approved Industrial Supplier"
2026-05-25,RM-023,"Pork Skin with Back Fat",389,kg,"Approved Industrial Supplier"
2026-06-06,RM-023,"Pork Skin with Back Fat",385,kg,"Approved Industrial Supplier"
2026-06-18,RM-023,"Pork Skin with Back Fat",385,kg,"Approved Industrial Supplier"
2026-06-30,RM-023,"Pork Skin with Back Fat",427,kg,"Approved Industrial Supplier"
2026-07-12,RM-023,"Pork Skin with Back Fat",398,kg,"Approved Industrial Supplier"
2026-07-24,RM-023,"Pork Skin with Back Fat",409,kg,"Approved Industrial Supplier"
2026-08-05,RM-023,"Pork Skin with Back Fat",415,kg,"Approved Industrial Supplier"
2026-08-17,RM-023,"Pork Skin with Back Fat",438,kg,"Approved Industrial Supplier"
2026-08-29,RM-023,"Pork Skin with Back Fat",390,kg,"Approved Industrial Supplier"
2026-01-01,RM-024,"Raw Shelled Peanuts",416,kg,"Approved Industrial Supplier"
2026-01-14,RM-024,"Raw Shelled Peanuts",402,kg,"Approved Industrial Supplier"
2026-01-27,RM-024,"Raw Shelled Peanuts",411,kg,"Approved Industrial Supplier"
2026-02-09,RM-024,"Raw Shelled Peanuts",374,kg,"Approved Industrial Supplier"
2026-02-22,RM-024,"Raw Shelled Peanuts",402,kg,"Approved Industrial Supplier"
2026-03-07,RM-024,"Raw Shelled Peanuts",365,kg,"Approved Industrial Supplier"
2026-03-20,RM-024,"Raw Shelled Peanuts",367,kg,"Approved Industrial Supplier"
2026-04-02,RM-024,"Raw Shelled Peanuts",366,kg,"Approved Industrial Supplier"
2026-04-15,RM-024,"Raw Shelled Peanuts",353,kg,"Approved Industrial Supplier"
2026-04-28,RM-024,"Raw Shelled Peanuts",372,kg,"Approved Industrial Supplier"
2026-05-11,RM-024,"Raw Shelled Peanuts",372,kg,"Approved Industrial Supplier"
2026-05-24,RM-024,"Raw Shelled Peanuts",380,kg,"Approved Industrial Supplier"
2026-06-06,RM-024,"Raw Shelled Peanuts",360,kg,"Approved Industrial Supplier"
2026-06-19,RM-024,"Raw Shelled Peanuts",406,kg,"Approved Industrial Supplier"
2026-07-02,RM-024,"Raw Shelled Peanuts",382,kg,"Approved Industrial Supplier"
2026-07-15,RM-024,"Raw Shelled Peanuts",404,kg,"Approved Industrial Supplier"
2026-07-28,RM-024,"Raw Shelled Peanuts",389,kg,"Approved Industrial Supplier"
2026-08-10,RM-024,"Raw Shelled Peanuts",365,kg,"Approved Industrial Supplier"
2026-08-23,RM-024,"Raw Shelled Peanuts",399,kg,"Approved Industrial Supplier"
2026-01-01,RM-025,"Toasted Sesame Seeds",58,kg,"Approved Industrial Supplier"
2026-01-09,RM-025,"Toasted Sesame Seeds",60,kg,"Approved Industrial Supplier"
2026-01-17,RM-025,"Toasted Sesame Seeds",57,kg,"Approved Industrial Supplier"
2026-01-25,RM-025,"Toasted Sesame Seeds",65,kg,"Approved Industrial Supplier"
2026-02-02,RM-025,"Toasted Sesame Seeds",61,kg,"Approved Industrial Supplier"
2026-02-10,RM-025,"Toasted Sesame Seeds",66,kg,"Approved Industrial Supplier"
2026-02-18,RM-025,"Toasted Sesame Seeds",56,kg,"Approved Industrial Supplier"
2026-02-26,RM-025,"Toasted Sesame Seeds",60,kg,"Approved Industrial Supplier"
2026-03-06,RM-025,"Toasted Sesame Seeds",60,kg,"Approved Industrial Supplier"
2026-03-14,RM-025,"Toasted Sesame Seeds",60,kg,"Approved Industrial Supplier"
2026-03-22,RM-025,"Toasted Sesame Seeds",61,kg,"Approved Industrial Supplier"
2026-03-30,RM-025,"Toasted Sesame Seeds",65,kg,"Approved Industrial Supplier"
2026-04-07,RM-025,"Toasted Sesame Seeds",66,kg,"Approved Industrial Supplier"
2026-04-15,RM-025,"Toasted Sesame Seeds",61,kg,"Approved Industrial Supplier"
2026-04-23,RM-025,"Toasted Sesame Seeds",56,kg,"Approved Industrial Supplier"
2026-05-01,RM-025,"Toasted Sesame Seeds",59,kg,"Approved Industrial Supplier"
2026-05-09,RM-025,"Toasted Sesame Seeds",57,kg,"Approved Industrial Supplier"
2026-05-17,RM-025,"Toasted Sesame Seeds",57,kg,"Approved Industrial Supplier"
2026-05-25,RM-025,"Toasted Sesame Seeds",65,kg,"Approved Industrial Supplier"
2026-06-02,RM-025,"Toasted Sesame Seeds",59,kg,"Approved Industrial Supplier"
2026-06-10,RM-025,"Toasted Sesame Seeds",64,kg,"Approved Industrial Supplier"
2026-06-18,RM-025,"Toasted Sesame Seeds",61,kg,"Approved Industrial Supplier"
2026-06-26,RM-025,"Toasted Sesame Seeds",59,kg,"Approved Industrial Supplier"
2026-07-04,RM-025,"Toasted Sesame Seeds",60,kg,"Approved Industrial Supplier"
2026-07-12,RM-025,"Toasted Sesame Seeds",62,kg,"Approved Industrial Supplier"
2026-07-20,RM-025,"Toasted Sesame Seeds",64,kg,"Approved Industrial Supplier"
2026-07-28,RM-025,"Toasted Sesame Seeds",64,kg,"Approved Industrial Supplier"
2026-08-05,RM-025,"Toasted Sesame Seeds",59,kg,"Approved Industrial Supplier"
2026-08-13,RM-025,"Toasted Sesame Seeds",56,kg,"Approved Industrial Supplier"
2026-08-21,RM-025,"Toasted Sesame Seeds",60,kg,"Approved Industrial Supplier"
2026-08-29,RM-025,"Toasted Sesame Seeds",57,kg,"Approved Industrial Supplier"
2026-01-01,RM-026,"Palm Cooking Oil",465,L,"Approved Industrial Supplier"
2026-01-10,RM-026,"Palm Cooking Oil",425,L,"Approved Industrial Supplier"
2026-01-19,RM-026,"Palm Cooking Oil",486,L,"Approved Industrial Supplier"
2026-01-28,RM-026,"Palm Cooking Oil",447,L,"Approved Industrial Supplier"
2026-02-06,RM-026,"Palm Cooking Oil",470,L,"Approved Industrial Supplier"
2026-02-15,RM-026,"Palm Cooking Oil",420,L,"Approved Industrial Supplier"
2026-02-24,RM-026,"Palm Cooking Oil",435,L,"Approved Industrial Supplier"
2026-03-05,RM-026,"Palm Cooking Oil",488,L,"Approved Industrial Supplier"
2026-03-14,RM-026,"Palm Cooking Oil",472,L,"Approved Industrial Supplier"
2026-03-23,RM-026,"Palm Cooking Oil",470,L,"Approved Industrial Supplier"
2026-04-01,RM-026,"Palm Cooking Oil",490,L,"Approved Industrial Supplier"
2026-04-10,RM-026,"Palm Cooking Oil",462,L,"Approved Industrial Supplier"
2026-04-19,RM-026,"Palm Cooking Oil",448,L,"Approved Industrial Supplier"
2026-04-28,RM-026,"Palm Cooking Oil",494,L,"Approved Industrial Supplier"
2026-05-07,RM-026,"Palm Cooking Oil",420,L,"Approved Industrial Supplier"
2026-05-16,RM-026,"Palm Cooking Oil",467,L,"Approved Industrial Supplier"
2026-05-25,RM-026,"Palm Cooking Oil",488,L,"Approved Industrial Supplier"
2026-06-03,RM-026,"Palm Cooking Oil",488,L,"Approved Industrial Supplier"
2026-06-12,RM-026,"Palm Cooking Oil",429,L,"Approved Industrial Supplier"
2026-06-21,RM-026,"Palm Cooking Oil",493,L,"Approved Industrial Supplier"
2026-06-30,RM-026,"Palm Cooking Oil",493,L,"Approved Industrial Supplier"
2026-07-09,RM-026,"Palm Cooking Oil",450,L,"Approved Industrial Supplier"
2026-07-18,RM-026,"Palm Cooking Oil",430,L,"Approved Industrial Supplier"
2026-07-27,RM-026,"Palm Cooking Oil",428,L,"Approved Industrial Supplier"
2026-08-05,RM-026,"Palm Cooking Oil",432,L,"Approved Industrial Supplier"
