usage_date,item_code,material_name,consumed_quantity,unit,activity_type,finished_product_name,recorded_by,notes
2026-07-04,RM-003,"Cream of Tartar",2.46,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1370)"
2026-07-05,RM-003,"Cream of Tartar",2.09,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1372)"
2026-07-06,RM-003,"Cream of Tartar",1.54,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1374)"
2026-07-07,RM-003,"Cream of Tartar",1.83,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1376)"
2026-07-08,RM-003,"Cream of Tartar",1.37,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1378)"
2026-07-09,RM-003,"Cream of Tartar",1.92,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1380)"
2026-07-10,RM-003,"Cream of Tartar",1.76,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1382)"
2026-07-11,RM-003,"Cream of Tartar",2.36,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1384)"
2026-07-12,RM-003,"Cream of Tartar",2.31,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1386)"
2026-07-13,RM-003,"Cream of Tartar",1.48,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1388)"
2026-07-14,RM-003,"Cream of Tartar",1.71,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1390)"
2026-07-15,RM-003,"Cream of Tartar",1.56,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1392)"
2026-07-16,RM-003,"Cream of Tartar",1.81,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1394)"
2026-07-17,RM-003,"Cream of Tartar",1.68,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1396)"
2026-07-18,RM-003,"Cream of Tartar",2.59,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1398)"
2026-07-19,RM-003,"Cream of Tartar",2.19,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1400)"
2026-07-20,RM-003,"Cream of Tartar",1.48,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1402)"
2026-07-21,RM-003,"Cream of Tartar",1.87,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1404)"
2026-07-22,RM-003,"Cream of Tartar",1.39,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1406)"
2026-07-23,RM-003,"Cream of Tartar",1.85,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1408)"
2026-07-24,RM-003,"Cream of Tartar",1.83,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1410)"
2026-07-25,RM-003,"Cream of Tartar",2.29,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1412)"
2026-07-26,RM-003,"Cream of Tartar",2.28,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1414)"
2026-07-27,RM-003,"Cream of Tartar",1.56,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1416)"
2026-07-28,RM-003,"Cream of Tartar",1.68,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1418)"
2026-07-29,RM-003,"Cream of Tartar",1.53,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1420)"
2026-07-30,RM-003,"Cream of Tartar",1.88,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1422)"
2026-07-31,RM-003,"Cream of Tartar",1.63,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1424)"
2026-08-01,RM-003,"Cream of Tartar",2.68,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1426)"
2026-08-02,RM-003,"Cream of Tartar",2.37,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1428)"
2026-08-03,RM-003,"Cream of Tartar",1.53,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1430)"
2026-08-04,RM-003,"Cream of Tartar",2,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1432)"
2026-08-05,RM-003,"Cream of Tartar",1.56,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1434)"
2026-08-06,RM-003,"Cream of Tartar",1.91,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1436)"
2026-08-07,RM-003,"Cream of Tartar",1.99,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1438)"
2026-08-08,RM-003,"Cream of Tartar",2.61,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1440)"
2026-08-09,RM-003,"Cream of Tartar",2.26,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1442)"
2026-08-10,RM-003,"Cream of Tartar",1.72,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1444)"
2026-08-11,RM-003,"Cream of Tartar",1.82,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1446)"
2026-08-12,RM-003,"Cream of Tartar",1.57,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1448)"
2026-08-13,RM-003,"Cream of Tartar",2.08,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1450)"
2026-08-14,RM-003,"Cream of Tartar",1.75,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1452)"
2026-08-15,RM-003,"Cream of Tartar",2.67,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1454)"
2026-08-16,RM-003,"Cream of Tartar",2.52,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1456)"
2026-08-17,RM-003,"Cream of Tartar",1.53,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1458)"
2026-08-18,RM-003,"Cream of Tartar",1.94,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1460)"
2026-08-19,RM-003,"Cream of Tartar",1.64,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1462)"
2026-08-20,RM-003,"Cream of Tartar",1.88,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1464)"
2026-08-21,RM-003,"Cream of Tartar",1.94,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1466)"
2026-08-22,RM-003,"Cream of Tartar",2.66,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1468)"
2026-08-23,RM-003,"Cream of Tartar",2.24,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1470)"
2026-08-24,RM-003,"Cream of Tartar",1.72,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1472)"
2026-08-25,RM-003,"Cream of Tartar",1.88,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1474)"
2026-08-26,RM-003,"Cream of Tartar",1.5,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1476)"
2026-08-27,RM-003,"Cream of Tartar",2.08,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1478)"
2026-08-28,RM-003,"Cream of Tartar",1.81,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1480)"
2026-08-29,RM-003,"Cream of Tartar",2.51,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1482)"
2026-08-30,RM-003,"Cream of Tartar",2.48,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1484)"
2026-08-31,RM-003,"Cream of Tartar",1.58,kg,Production Issue,"Fluffy Crumbs Meringue","Admin","Batch production of Fluffy Crumbs Meringue (#1486)"
2026-09-01,RM-003,"Cream of Tartar",1.94,kg,Production Issue,"Fluffy Crumbs Meringue","Elena Rostova (Lead Baker)","Batch production of Fluffy Crumbs Meringue (#1488)"
2026-09-02,RM-003,"Cream of Tartar",1.78,kg,Production Issue,"Fluffy Crumbs Meringue","Marcus Vance (Shift Mgr)","Batch production of Fluffy Crumbs Meringue (#1490)"
2026-01-01,RM-004,"Instant Dry Yeast",4.72,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1003)"
2026-01-02,RM-004,"Instant Dry Yeast",4.44,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1005)"
2026-01-03,RM-004,"Instant Dry Yeast",6.52,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1007)"
2026-01-04,RM-004,"Instant Dry Yeast",5.67,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1009)"
2026-01-05,RM-004,"Instant Dry Yeast",4.24,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1011)"
2026-01-06,RM-004,"Instant Dry Yeast",4,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1013)"
2026-01-07,RM-004,"Instant Dry Yeast",4.55,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1015)"
2026-01-08,RM-004,"Instant Dry Yeast",4.22,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1017)"
2026-01-09,RM-004,"Instant Dry Yeast",4.7,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1019)"
2026-01-10,RM-004,"Instant Dry Yeast",6.76,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1021)"
2026-01-11,RM-004,"Instant Dry Yeast",4.89,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1023)"
2026-01-12,RM-004,"Instant Dry Yeast",4.56,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1025)"
2026-01-13,RM-004,"Instant Dry Yeast",4.11,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1027)"
2026-01-14,RM-004,"Instant Dry Yeast",4.1,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1029)"
2026-01-15,RM-004,"Instant Dry Yeast",4.63,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1031)"
2026-01-16,RM-004,"Instant Dry Yeast",4.68,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1033)"
2026-01-17,RM-004,"Instant Dry Yeast",6.12,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1035)"
2026-01-18,RM-004,"Instant Dry Yeast",5.48,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1037)"
2026-01-19,RM-004,"Instant Dry Yeast",4.41,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1039)"
2026-01-20,RM-004,"Instant Dry Yeast",3.81,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1041)"
2026-01-21,RM-004,"Instant Dry Yeast",4.62,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1043)"
2026-01-22,RM-004,"Instant Dry Yeast",4.32,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1045)"
2026-01-23,RM-004,"Instant Dry Yeast",4.5,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1047)"
2026-01-24,RM-004,"Instant Dry Yeast",7.07,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1049)"
2026-01-25,RM-004,"Instant Dry Yeast",4.86,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1051)"
2026-01-26,RM-004,"Instant Dry Yeast",4.4,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1053)"
2026-01-27,RM-004,"Instant Dry Yeast",4.22,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1055)"
2026-01-28,RM-004,"Instant Dry Yeast",4.16,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1057)"
2026-01-29,RM-004,"Instant Dry Yeast",4.43,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1059)"
2026-01-30,RM-004,"Instant Dry Yeast",4.9,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1061)"
2026-01-31,RM-004,"Instant Dry Yeast",6.26,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1063)"
2026-02-01,RM-004,"Instant Dry Yeast",6.67,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1065)"
2026-02-02,RM-004,"Instant Dry Yeast",5.63,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1067)"
2026-02-03,RM-004,"Instant Dry Yeast",4.55,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1069)"
2026-02-04,RM-004,"Instant Dry Yeast",5.57,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1071)"
2026-02-05,RM-004,"Instant Dry Yeast",5.5,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1073)"
2026-02-06,RM-004,"Instant Dry Yeast",5.37,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1075)"
2026-02-07,RM-004,"Instant Dry Yeast",8.32,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1077)"
2026-02-08,RM-004,"Instant Dry Yeast",6.44,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1079)"
2026-02-09,RM-004,"Instant Dry Yeast",5.22,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1081)"
2026-02-10,RM-004,"Instant Dry Yeast",5.15,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1083)"
2026-02-11,RM-004,"Instant Dry Yeast",5.32,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1085)"
2026-02-12,RM-004,"Instant Dry Yeast",5.18,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1087)"
2026-02-13,RM-004,"Instant Dry Yeast",6.11,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1089)"
2026-02-14,RM-004,"Instant Dry Yeast",7.63,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1091)"
2026-02-15,RM-004,"Instant Dry Yeast",6.16,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1093)"
2026-02-16,RM-004,"Instant Dry Yeast",5.76,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1095)"
2026-02-17,RM-004,"Instant Dry Yeast",4.61,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1097)"
2026-02-18,RM-004,"Instant Dry Yeast",5.37,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1099)"
2026-02-19,RM-004,"Instant Dry Yeast",5.65,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1101)"
2026-02-20,RM-004,"Instant Dry Yeast",5.42,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1103)"
2026-02-21,RM-004,"Instant Dry Yeast",8.26,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1105)"
2026-02-22,RM-004,"Instant Dry Yeast",6.54,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1107)"
2026-02-23,RM-004,"Instant Dry Yeast",5.19,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1109)"
2026-02-24,RM-004,"Instant Dry Yeast",4.97,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1111)"
2026-02-25,RM-004,"Instant Dry Yeast",5.58,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1113)"
2026-02-26,RM-004,"Instant Dry Yeast",5.04,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1115)"
2026-02-27,RM-004,"Instant Dry Yeast",6.02,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1117)"
2026-02-28,RM-004,"Instant Dry Yeast",8.15,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1119)"
2026-03-01,RM-004,"Instant Dry Yeast",5.62,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1121)"
2026-03-02,RM-004,"Instant Dry Yeast",5.28,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1123)"
2026-03-03,RM-004,"Instant Dry Yeast",4.41,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1125)"
2026-03-04,RM-004,"Instant Dry Yeast",4.78,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1127)"
2026-03-05,RM-004,"Instant Dry Yeast",5.19,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1129)"
2026-03-06,RM-004,"Instant Dry Yeast",5.2,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1131)"
2026-03-07,RM-004,"Instant Dry Yeast",7.08,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1133)"
2026-03-08,RM-004,"Instant Dry Yeast",6.31,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1135)"
2026-03-09,RM-004,"Instant Dry Yeast",4.89,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1137)"
2026-03-10,RM-004,"Instant Dry Yeast",4.34,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1139)"
2026-03-11,RM-004,"Instant Dry Yeast",5.29,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1141)"
2026-03-12,RM-004,"Instant Dry Yeast",4.66,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1143)"
2026-03-13,RM-004,"Instant Dry Yeast",5.33,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1145)"
2026-03-14,RM-004,"Instant Dry Yeast",7.5,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1147)"
2026-03-15,RM-004,"Instant Dry Yeast",5.46,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1149)"
2026-03-16,RM-004,"Instant Dry Yeast",5.13,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1151)"
2026-03-17,RM-004,"Instant Dry Yeast",4.6,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1153)"
2026-03-18,RM-004,"Instant Dry Yeast",4.74,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1155)"
2026-03-19,RM-004,"Instant Dry Yeast",5.03,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1157)"
2026-03-20,RM-004,"Instant Dry Yeast",5.48,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1159)"
2026-03-21,RM-004,"Instant Dry Yeast",7.09,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1161)"
2026-03-22,RM-004,"Instant Dry Yeast",6.04,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1163)"
2026-03-23,RM-004,"Instant Dry Yeast",5.09,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1165)"
2026-03-24,RM-004,"Instant Dry Yeast",4.15,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1167)"
2026-03-25,RM-004,"Instant Dry Yeast",5.31,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1169)"
2026-03-26,RM-004,"Instant Dry Yeast",4.82,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1171)"
2026-03-27,RM-004,"Instant Dry Yeast",5.13,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1173)"
2026-03-28,RM-004,"Instant Dry Yeast",7.77,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1175)"
2026-03-29,RM-004,"Instant Dry Yeast",5.82,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1177)"
2026-03-30,RM-004,"Instant Dry Yeast",4.94,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1179)"
2026-03-31,RM-004,"Instant Dry Yeast",4.68,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1181)"
2026-04-01,RM-004,"Instant Dry Yeast",5.5,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1183)"
2026-04-02,RM-004,"Instant Dry Yeast",5.42,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1185)"
2026-04-03,RM-004,"Instant Dry Yeast",6.44,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1187)"
2026-04-04,RM-004,"Instant Dry Yeast",7.81,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1189)"
2026-04-05,RM-004,"Instant Dry Yeast",6.74,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1191)"
2026-04-06,RM-004,"Instant Dry Yeast",5.96,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1193)"
2026-04-07,RM-004,"Instant Dry Yeast",4.64,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1195)"
2026-04-08,RM-004,"Instant Dry Yeast",5.85,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1197)"
2026-04-09,RM-004,"Instant Dry Yeast",5.65,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1199)"
2026-04-10,RM-004,"Instant Dry Yeast",5.71,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1201)"
2026-04-11,RM-004,"Instant Dry Yeast",8.34,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1203)"
2026-04-12,RM-004,"Instant Dry Yeast",6.73,kg,Production Issue,"Toasty Biscocho","Admin","Batch production of Toasty Biscocho (#1205)"
2026-04-13,RM-004,"Instant Dry Yeast",5.44,kg,Production Issue,"Toasty Biscocho","Elena Rostova (Lead Baker)","Batch production of Toasty Biscocho (#1207)"
2026-04-14,RM-004,"Instant Dry Yeast",5.21,kg,Production Issue,"Toasty Biscocho","Marcus Vance (Shift Mgr)","Batch production of Toasty Biscocho (#1209)"
