receipt_date,item_code,material_name,received_quantity,unit,supplier_name,received_by,remarks
2026-06-03,RM-010,"Fresh Whole Egg Whites",96.48,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-09,RM-010,"Fresh Whole Egg Whites",103.36,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-15,RM-010,"Fresh Whole Egg Whites",113.01,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-21,RM-010,"Fresh Whole Egg Whites",105.36,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-27,RM-010,"Fresh Whole Egg Whites",96.32,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-03,RM-010,"Fresh Whole Egg Whites",104.69,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-09,RM-010,"Fresh Whole Egg Whites",113.06,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-15,RM-010,"Fresh Whole Egg Whites",104.04,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-21,RM-010,"Fresh Whole Egg Whites",96.38,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-27,RM-010,"Fresh Whole Egg Whites",106.01,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-02,RM-010,"Fresh Whole Egg Whites",112.91,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-08,RM-010,"Fresh Whole Egg Whites",102.73,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-14,RM-010,"Fresh Whole Egg Whites",96.64,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-20,RM-010,"Fresh Whole Egg Whites",107.3,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-26,RM-010,"Fresh Whole Egg Whites",112.54,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-09-01,RM-010,"Fresh Whole Egg Whites",79.53,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-01,RM-011,"Fresh Whole Eggs",213.98,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-06,RM-011,"Fresh Whole Eggs",223.15,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-11,RM-011,"Fresh Whole Eggs",247.6,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-16,RM-011,"Fresh Whole Eggs",227.34,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-21,RM-011,"Fresh Whole Eggs",212.08,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-26,RM-011,"Fresh Whole Eggs",239.26,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-31,RM-011,"Fresh Whole Eggs",242.2,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-05,RM-011,"Fresh Whole Eggs",213.68,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-10,RM-011,"Fresh Whole Eggs",223.68,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-15,RM-011,"Fresh Whole Eggs",247.66,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-20,RM-011,"Fresh Whole Eggs",226.79,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-25,RM-011,"Fresh Whole Eggs",212.27,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-02,RM-011,"Fresh Whole Eggs",239.73,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-07,RM-011,"Fresh Whole Eggs",241.79,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-12,RM-011,"Fresh Whole Eggs",213.4,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-17,RM-011,"Fresh Whole Eggs",224.21,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-22,RM-011,"Fresh Whole Eggs",247.7,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-27,RM-011,"Fresh Whole Eggs",226.24,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-01,RM-011,"Fresh Whole Eggs",212.48,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-06,RM-011,"Fresh Whole Eggs",240.18,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-11,RM-011,"Fresh Whole Eggs",241.37,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-16,RM-011,"Fresh Whole Eggs",213.13,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-21,RM-011,"Fresh Whole Eggs",224.75,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-26,RM-011,"Fresh Whole Eggs",247.72,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-01,RM-011,"Fresh Whole Eggs",225.69,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-06,RM-011,"Fresh Whole Eggs",212.71,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-11,RM-011,"Fresh Whole Eggs",240.63,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-16,RM-011,"Fresh Whole Eggs",240.94,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-21,RM-011,"Fresh Whole Eggs",212.88,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-26,RM-011,"Fresh Whole Eggs",225.3,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-31,RM-011,"Fresh Whole Eggs",247.73,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-05,RM-011,"Fresh Whole Eggs",225.14,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-10,RM-011,"Fresh Whole Eggs",212.95,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-15,RM-011,"Fresh Whole Eggs",241.07,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-20,RM-011,"Fresh Whole Eggs",240.5,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-25,RM-011,"Fresh Whole Eggs",212.64,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-30,RM-011,"Fresh Whole Eggs",225.84,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-05,RM-011,"Fresh Whole Eggs",247.72,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-10,RM-011,"Fresh Whole Eggs",224.6,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-15,RM-011,"Fresh Whole Eggs",213.21,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-20,RM-011,"Fresh Whole Eggs",241.49,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-25,RM-011,"Fresh Whole Eggs",240.05,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-30,RM-011,"Fresh Whole Eggs",212.42,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-04,RM-011,"Fresh Whole Eggs",226.39,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-09,RM-011,"Fresh Whole Eggs",247.69,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-14,RM-011,"Fresh Whole Eggs",224.06,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-19,RM-011,"Fresh Whole Eggs",213.48,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-24,RM-011,"Fresh Whole Eggs",241.91,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-29,RM-011,"Fresh Whole Eggs",239.59,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-02,RM-012,"All-Vegetable Shortening",96.55,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-07,RM-012,"All-Vegetable Shortening",106.56,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-12,RM-012,"All-Vegetable Shortening",97.22,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-17,RM-012,"All-Vegetable Shortening",91.44,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-22,RM-012,"All-Vegetable Shortening",103.4,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-27,RM-012,"All-Vegetable Shortening",103.76,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-01,RM-012,"All-Vegetable Shortening",91.64,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-06,RM-012,"All-Vegetable Shortening",96.78,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-11,RM-012,"All-Vegetable Shortening",106.57,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-16,RM-012,"All-Vegetable Shortening",96.99,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-21,RM-012,"All-Vegetable Shortening",91.54,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-26,RM-012,"All-Vegetable Shortening",103.59,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-03,RM-012,"All-Vegetable Shortening",103.57,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-08,RM-012,"All-Vegetable Shortening",91.53,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-13,RM-012,"All-Vegetable Shortening",97.01,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-18,RM-012,"All-Vegetable Shortening",106.57,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-23,RM-012,"All-Vegetable Shortening",96.75,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-28,RM-012,"All-Vegetable Shortening",91.65,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-02,RM-012,"All-Vegetable Shortening",103.78,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-07,RM-012,"All-Vegetable Shortening",103.38,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-12,RM-012,"All-Vegetable Shortening",91.43,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-17,RM-012,"All-Vegetable Shortening",97.25,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-22,RM-012,"All-Vegetable Shortening",106.56,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-27,RM-012,"All-Vegetable Shortening",96.52,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-02,RM-012,"All-Vegetable Shortening",91.76,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-07,RM-012,"All-Vegetable Shortening",103.96,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-12,RM-012,"All-Vegetable Shortening",103.18,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-17,RM-012,"All-Vegetable Shortening",91.34,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-22,RM-012,"All-Vegetable Shortening",97.49,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-27,RM-012,"All-Vegetable Shortening",106.54,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-01,RM-012,"All-Vegetable Shortening",96.29,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-06,RM-012,"All-Vegetable Shortening",91.88,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-11,RM-012,"All-Vegetable Shortening",104.14,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-16,RM-012,"All-Vegetable Shortening",102.98,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-21,RM-012,"All-Vegetable Shortening",91.26,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-26,RM-012,"All-Vegetable Shortening",97.73,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-01,RM-012,"All-Vegetable Shortening",106.52,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-06,RM-012,"All-Vegetable Shortening",96.06,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-11,RM-012,"All-Vegetable Shortening",92.01,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-16,RM-012,"All-Vegetable Shortening",104.31,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-21,RM-012,"All-Vegetable Shortening",102.78,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-26,RM-012,"All-Vegetable Shortening",91.18,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-31,RM-012,"All-Vegetable Shortening",97.97,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-05,RM-012,"All-Vegetable Shortening",106.49,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-10,RM-012,"All-Vegetable Shortening",95.83,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-15,RM-012,"All-Vegetable Shortening",92.14,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-20,RM-012,"All-Vegetable Shortening",104.47,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-25,RM-012,"All-Vegetable Shortening",102.57,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-30,RM-012,"All-Vegetable Shortening",91.1,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-01,RM-013,"Baking Shortening",139.81,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-07,RM-013,"Baking Shortening",136.24,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-13,RM-013,"Baking Shortening",121.71,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-19,RM-013,"Baking Shortening",126.44,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-25,RM-013,"Baking Shortening",140.59,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-31,RM-013,"Baking Shortening",134.74,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-06,RM-013,"Baking Shortening",121.05,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-12,RM-013,"Baking Shortening",127.99,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-18,RM-013,"Baking Shortening",141.13,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-24,RM-013,"Baking Shortening",133.15,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-02,RM-013,"Baking Shortening",120.65,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-08,RM-013,"Baking Shortening",129.61,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-14,RM-013,"Baking Shortening",141.41,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-20,RM-013,"Baking Shortening",131.51,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-26,RM-013,"Baking Shortening",120.5,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-01,RM-013,"Baking Shortening",131.27,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-07,RM-013,"Baking Shortening",141.43,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-13,RM-013,"Baking Shortening",129.85,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-19,RM-013,"Baking Shortening",120.61,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-25,RM-013,"Baking Shortening",132.92,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-01,RM-013,"Baking Shortening",141.18,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-07,RM-013,"Baking Shortening",128.22,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-13,RM-013,"Baking Shortening",120.98,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-19,RM-013,"Baking Shortening",134.52,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-25,RM-013,"Baking Shortening",140.68,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-31,RM-013,"Baking Shortening",126.65,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-06,RM-013,"Baking Shortening",121.6,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-12,RM-013,"Baking Shortening",136.03,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-18,RM-013,"Baking Shortening",139.94,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-24,RM-013,"Baking Shortening",125.2,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-30,RM-013,"Baking Shortening",122.46,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-06,RM-013,"Baking Shortening",137.42,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-12,RM-013,"Baking Shortening",138.97,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-18,RM-013,"Baking Shortening",123.89,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-24,RM-013,"Baking Shortening",123.54,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-07-30,RM-013,"Baking Shortening",138.64,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-05,RM-013,"Baking Shortening",137.8,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-11,RM-013,"Baking Shortening",122.76,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-17,RM-013,"Baking Shortening",124.79,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-23,RM-013,"Baking Shortening",139.67,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-08-29,RM-013,"Baking Shortening",100.5,kg,"Quezon Agricultural Producers Coop","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-02,RM-014,"Salted Creamery Butter",172.13,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-08,RM-014,"Salted Creamery Butter",193.23,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-14,RM-014,"Salted Creamery Butter",193.74,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-20,RM-014,"Salted Creamery Butter",172.59,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-01-26,RM-014,"Salted Creamery Butter",173.76,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-01,RM-014,"Salted Creamery Butter",194.81,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-07,RM-014,"Salted Creamery Butter",191.97,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-13,RM-014,"Salted Creamery Butter",171.15,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-19,RM-014,"Salted Creamery Butter",175.64,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-02-25,RM-014,"Salted Creamery Butter",196.11,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-03,RM-014,"Salted Creamery Butter",189.99,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-09,RM-014,"Salted Creamery Butter",170.01,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-15,RM-014,"Salted Creamery Butter",177.71,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-21,RM-014,"Salted Creamery Butter",197.08,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-03-27,RM-014,"Salted Creamery Butter",187.85,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-02,RM-014,"Salted Creamery Butter",169.2,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-08,RM-014,"Salted Creamery Butter",179.92,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-14,RM-014,"Salted Creamery Butter",197.71,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-20,RM-014,"Salted Creamery Butter",185.59,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-04-26,RM-014,"Salted Creamery Butter",168.75,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-02,RM-014,"Salted Creamery Butter",182.21,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-08,RM-014,"Salted Creamery Butter",197.98,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-14,RM-014,"Salted Creamery Butter",183.27,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-20,RM-014,"Salted Creamery Butter",168.67,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-05-26,RM-014,"Salted Creamery Butter",184.54,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-01,RM-014,"Salted Creamery Butter",197.88,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-07,RM-014,"Salted Creamery Butter",180.96,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-13,RM-014,"Salted Creamery Butter",168.95,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-19,RM-014,"Salted Creamery Butter",186.83,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
2026-06-25,RM-014,"Salted Creamery Butter",197.41,kg,"Southern Luzon Ingredients Supply","Warehouse Inbound Team","Authorized supplier stock replenishment"
